"","Year","Plot","Subplot","Treatment","Functional.group","Mass.g.m.2."
"1",2008,1,"na","Insecticide","Unknown",138.7
"2",2008,1,"na","Insecticide","C3",0
"3",2008,1,"na","Insecticide","F",0
"4",2008,1,"na","Insecticide","L",0
"5",2008,1,"na","Insecticide","S",0
"6",2008,1,"na","Insecticide","NA",0
"7",2008,1,"na","Insecticide","C4",0
"8",2008,1,"na","Insecticide","O",0
"9",2008,1,"na","Insecticide","W",0
"10",2008,1,"na","Insecticide","G",0
"11",2008,1,"na","Insecticide","moss_lichen",0
"12",2008,1,"na","Insecticide","moss",0
"13",2008,1,"na","Insecticide","lichen",0
"14",2008,2,"na","Control","Unknown",207.1
"15",2008,2,"na","Control","C3",0
"16",2008,2,"na","Control","F",0
"17",2008,2,"na","Control","L",0
"18",2008,2,"na","Control","S",0
"19",2008,2,"na","Control","NA",0
"20",2008,2,"na","Control","C4",0
"21",2008,2,"na","Control","O",0
"22",2008,2,"na","Control","W",0
"23",2008,2,"na","Control","G",0
"24",2008,2,"na","Control","moss_lichen",0
"25",2008,2,"na","Control","moss",0
"26",2008,2,"na","Control","lichen",0
"27",2008,3,"na","FoliarFungicide","Unknown",237.5
"28",2008,3,"na","FoliarFungicide","C3",0
"29",2008,3,"na","FoliarFungicide","F",0
"30",2008,3,"na","FoliarFungicide","L",0
"31",2008,3,"na","FoliarFungicide","S",0
"32",2008,3,"na","FoliarFungicide","NA",0
"33",2008,3,"na","FoliarFungicide","C4",0
"34",2008,3,"na","FoliarFungicide","O",0
"35",2008,3,"na","FoliarFungicide","W",0
"36",2008,3,"na","FoliarFungicide","G",0
"37",2008,3,"na","FoliarFungicide","moss_lichen",0
"38",2008,3,"na","FoliarFungicide","moss",0
"39",2008,3,"na","FoliarFungicide","lichen",0
"40",2008,4,"na","SoilDrenchFungicide","Unknown",88.2
"41",2008,4,"na","SoilDrenchFungicide","C3",0
"42",2008,4,"na","SoilDrenchFungicide","F",0
"43",2008,4,"na","SoilDrenchFungicide","L",0
"44",2008,4,"na","SoilDrenchFungicide","S",0
"45",2008,4,"na","SoilDrenchFungicide","NA",0
"46",2008,4,"na","SoilDrenchFungicide","C4",0
"47",2008,4,"na","SoilDrenchFungicide","O",0
"48",2008,4,"na","SoilDrenchFungicide","W",0
"49",2008,4,"na","SoilDrenchFungicide","G",0
"50",2008,4,"na","SoilDrenchFungicide","moss_lichen",0
"51",2008,4,"na","SoilDrenchFungicide","moss",0
"52",2008,4,"na","SoilDrenchFungicide","lichen",0
"53",2008,5,"na","AllPesticides","Unknown",148.3
"54",2008,5,"na","AllPesticides","C3",0
"55",2008,5,"na","AllPesticides","F",0
"56",2008,5,"na","AllPesticides","L",0
"57",2008,5,"na","AllPesticides","S",0
"58",2008,5,"na","AllPesticides","NA",0
"59",2008,5,"na","AllPesticides","C4",0
"60",2008,5,"na","AllPesticides","O",0
"61",2008,5,"na","AllPesticides","W",0
"62",2008,5,"na","AllPesticides","G",0
"63",2008,5,"na","AllPesticides","moss_lichen",0
"64",2008,5,"na","AllPesticides","moss",0
"65",2008,5,"na","AllPesticides","lichen",0
"66",2008,6,"na","Fenced","Unknown",177.3
"67",2008,6,"na","Fenced","C3",0
"68",2008,6,"na","Fenced","F",0
"69",2008,6,"na","Fenced","L",0
"70",2008,6,"na","Fenced","S",0
"71",2008,6,"na","Fenced","NA",0
"72",2008,6,"na","Fenced","C4",0
"73",2008,6,"na","Fenced","O",0
"74",2008,6,"na","Fenced","W",0
"75",2008,6,"na","Fenced","G",0
"76",2008,6,"na","Fenced","moss_lichen",0
"77",2008,6,"na","Fenced","moss",0
"78",2008,6,"na","Fenced","lichen",0
"79",2008,7,"na","AllPesticides","Unknown",234.2
"80",2008,7,"na","AllPesticides","C3",0
"81",2008,7,"na","AllPesticides","F",0
"82",2008,7,"na","AllPesticides","L",0
"83",2008,7,"na","AllPesticides","S",0
"84",2008,7,"na","AllPesticides","NA",0
"85",2008,7,"na","AllPesticides","C4",0
"86",2008,7,"na","AllPesticides","O",0
"87",2008,7,"na","AllPesticides","W",0
"88",2008,7,"na","AllPesticides","G",0
"89",2008,7,"na","AllPesticides","moss_lichen",0
"90",2008,7,"na","AllPesticides","moss",0
"91",2008,7,"na","AllPesticides","lichen",0
"92",2008,8,"na","Control","Unknown",114.7
"93",2008,8,"na","Control","C3",0
"94",2008,8,"na","Control","F",0
"95",2008,8,"na","Control","L",0
"96",2008,8,"na","Control","S",0
"97",2008,8,"na","Control","NA",0
"98",2008,8,"na","Control","C4",0
"99",2008,8,"na","Control","O",0
"100",2008,8,"na","Control","W",0
"101",2008,8,"na","Control","G",0
"102",2008,8,"na","Control","moss_lichen",0
"103",2008,8,"na","Control","moss",0
"104",2008,8,"na","Control","lichen",0
"105",2008,9,"na","Insecticide","Unknown",160.5
"106",2008,9,"na","Insecticide","C3",0
"107",2008,9,"na","Insecticide","F",0
"108",2008,9,"na","Insecticide","L",0
"109",2008,9,"na","Insecticide","S",0
"110",2008,9,"na","Insecticide","NA",0
"111",2008,9,"na","Insecticide","C4",0
"112",2008,9,"na","Insecticide","O",0
"113",2008,9,"na","Insecticide","W",0
"114",2008,9,"na","Insecticide","G",0
"115",2008,9,"na","Insecticide","moss_lichen",0
"116",2008,9,"na","Insecticide","moss",0
"117",2008,9,"na","Insecticide","lichen",0
"118",2008,10,"na","FoliarFungicide","Unknown",98.8
"119",2008,10,"na","FoliarFungicide","C3",0
"120",2008,10,"na","FoliarFungicide","F",0
"121",2008,10,"na","FoliarFungicide","L",0
"122",2008,10,"na","FoliarFungicide","S",0
"123",2008,10,"na","FoliarFungicide","NA",0
"124",2008,10,"na","FoliarFungicide","C4",0
"125",2008,10,"na","FoliarFungicide","O",0
"126",2008,10,"na","FoliarFungicide","W",0
"127",2008,10,"na","FoliarFungicide","G",0
"128",2008,10,"na","FoliarFungicide","moss_lichen",0
"129",2008,10,"na","FoliarFungicide","moss",0
"130",2008,10,"na","FoliarFungicide","lichen",0
"131",2008,11,"na","SoilDrenchFungicide","Unknown",80.9
"132",2008,11,"na","SoilDrenchFungicide","C3",0
"133",2008,11,"na","SoilDrenchFungicide","F",0
"134",2008,11,"na","SoilDrenchFungicide","L",0
"135",2008,11,"na","SoilDrenchFungicide","S",0
"136",2008,11,"na","SoilDrenchFungicide","NA",0
"137",2008,11,"na","SoilDrenchFungicide","C4",0
"138",2008,11,"na","SoilDrenchFungicide","O",0
"139",2008,11,"na","SoilDrenchFungicide","W",0
"140",2008,11,"na","SoilDrenchFungicide","G",0
"141",2008,11,"na","SoilDrenchFungicide","moss_lichen",0
"142",2008,11,"na","SoilDrenchFungicide","moss",0
"143",2008,11,"na","SoilDrenchFungicide","lichen",0
"144",2008,12,"na","Fenced","Unknown",270.1
"145",2008,12,"na","Fenced","C3",0
"146",2008,12,"na","Fenced","F",0
"147",2008,12,"na","Fenced","L",0
"148",2008,12,"na","Fenced","S",0
"149",2008,12,"na","Fenced","NA",0
"150",2008,12,"na","Fenced","C4",0
"151",2008,12,"na","Fenced","O",0
"152",2008,12,"na","Fenced","W",0
"153",2008,12,"na","Fenced","G",0
"154",2008,12,"na","Fenced","moss_lichen",0
"155",2008,12,"na","Fenced","moss",0
"156",2008,12,"na","Fenced","lichen",0
"157",2008,13,"na","AllPesticides","Unknown",144.1
"158",2008,13,"na","AllPesticides","C3",0
"159",2008,13,"na","AllPesticides","F",0
"160",2008,13,"na","AllPesticides","L",0
"161",2008,13,"na","AllPesticides","S",0
"162",2008,13,"na","AllPesticides","NA",0
"163",2008,13,"na","AllPesticides","C4",0
"164",2008,13,"na","AllPesticides","O",0
"165",2008,13,"na","AllPesticides","W",0
"166",2008,13,"na","AllPesticides","G",0
"167",2008,13,"na","AllPesticides","moss_lichen",0
"168",2008,13,"na","AllPesticides","moss",0
"169",2008,13,"na","AllPesticides","lichen",0
"170",2008,14,"na","Control","Unknown",210.4
"171",2008,14,"na","Control","C3",0
"172",2008,14,"na","Control","F",0
"173",2008,14,"na","Control","L",0
"174",2008,14,"na","Control","S",0
"175",2008,14,"na","Control","NA",0
"176",2008,14,"na","Control","C4",0
"177",2008,14,"na","Control","O",0
"178",2008,14,"na","Control","W",0
"179",2008,14,"na","Control","G",0
"180",2008,14,"na","Control","moss_lichen",0
"181",2008,14,"na","Control","moss",0
"182",2008,14,"na","Control","lichen",0
"183",2008,15,"na","FoliarFungicide","Unknown",137.6
"184",2008,15,"na","FoliarFungicide","C3",0
"185",2008,15,"na","FoliarFungicide","F",0
"186",2008,15,"na","FoliarFungicide","L",0
"187",2008,15,"na","FoliarFungicide","S",0
"188",2008,15,"na","FoliarFungicide","NA",0
"189",2008,15,"na","FoliarFungicide","C4",0
"190",2008,15,"na","FoliarFungicide","O",0
"191",2008,15,"na","FoliarFungicide","W",0
"192",2008,15,"na","FoliarFungicide","G",0
"193",2008,15,"na","FoliarFungicide","moss_lichen",0
"194",2008,15,"na","FoliarFungicide","moss",0
"195",2008,15,"na","FoliarFungicide","lichen",0
"196",2008,16,"na","Insecticide","Unknown",105.9
"197",2008,16,"na","Insecticide","C3",0
"198",2008,16,"na","Insecticide","F",0
"199",2008,16,"na","Insecticide","L",0
"200",2008,16,"na","Insecticide","S",0
"201",2008,16,"na","Insecticide","NA",0
"202",2008,16,"na","Insecticide","C4",0
"203",2008,16,"na","Insecticide","O",0
"204",2008,16,"na","Insecticide","W",0
"205",2008,16,"na","Insecticide","G",0
"206",2008,16,"na","Insecticide","moss_lichen",0
"207",2008,16,"na","Insecticide","moss",0
"208",2008,16,"na","Insecticide","lichen",0
"209",2008,17,"na","SoilDrenchFungicide","Unknown",174.7
"210",2008,17,"na","SoilDrenchFungicide","C3",0
"211",2008,17,"na","SoilDrenchFungicide","F",0
"212",2008,17,"na","SoilDrenchFungicide","L",0
"213",2008,17,"na","SoilDrenchFungicide","S",0
"214",2008,17,"na","SoilDrenchFungicide","NA",0
"215",2008,17,"na","SoilDrenchFungicide","C4",0
"216",2008,17,"na","SoilDrenchFungicide","O",0
"217",2008,17,"na","SoilDrenchFungicide","W",0
"218",2008,17,"na","SoilDrenchFungicide","G",0
"219",2008,17,"na","SoilDrenchFungicide","moss_lichen",0
"220",2008,17,"na","SoilDrenchFungicide","moss",0
"221",2008,17,"na","SoilDrenchFungicide","lichen",0
"222",2008,18,"na","Fenced","Unknown",220.4
"223",2008,18,"na","Fenced","C3",0
"224",2008,18,"na","Fenced","F",0
"225",2008,18,"na","Fenced","L",0
"226",2008,18,"na","Fenced","S",0
"227",2008,18,"na","Fenced","NA",0
"228",2008,18,"na","Fenced","C4",0
"229",2008,18,"na","Fenced","O",0
"230",2008,18,"na","Fenced","W",0
"231",2008,18,"na","Fenced","G",0
"232",2008,18,"na","Fenced","moss_lichen",0
"233",2008,18,"na","Fenced","moss",0
"234",2008,18,"na","Fenced","lichen",0
"235",2008,19,"na","Insecticide","Unknown",507.1
"236",2008,19,"na","Insecticide","C3",0
"237",2008,19,"na","Insecticide","F",0
"238",2008,19,"na","Insecticide","L",0
"239",2008,19,"na","Insecticide","S",0
"240",2008,19,"na","Insecticide","NA",0
"241",2008,19,"na","Insecticide","C4",0
"242",2008,19,"na","Insecticide","O",0
"243",2008,19,"na","Insecticide","W",0
"244",2008,19,"na","Insecticide","G",0
"245",2008,19,"na","Insecticide","moss_lichen",0
"246",2008,19,"na","Insecticide","moss",0
"247",2008,19,"na","Insecticide","lichen",0
"248",2008,20,"na","SoilDrenchFungicide","Unknown",178.6
"249",2008,20,"na","SoilDrenchFungicide","C3",0
"250",2008,20,"na","SoilDrenchFungicide","F",0
"251",2008,20,"na","SoilDrenchFungicide","L",0
"252",2008,20,"na","SoilDrenchFungicide","S",0
"253",2008,20,"na","SoilDrenchFungicide","NA",0
"254",2008,20,"na","SoilDrenchFungicide","C4",0
"255",2008,20,"na","SoilDrenchFungicide","O",0
"256",2008,20,"na","SoilDrenchFungicide","W",0
"257",2008,20,"na","SoilDrenchFungicide","G",0
"258",2008,20,"na","SoilDrenchFungicide","moss_lichen",0
"259",2008,20,"na","SoilDrenchFungicide","moss",0
"260",2008,20,"na","SoilDrenchFungicide","lichen",0
"261",2008,21,"na","Fenced","Unknown",236.9
"262",2008,21,"na","Fenced","C3",0
"263",2008,21,"na","Fenced","F",0
"264",2008,21,"na","Fenced","L",0
"265",2008,21,"na","Fenced","S",0
"266",2008,21,"na","Fenced","NA",0
"267",2008,21,"na","Fenced","C4",0
"268",2008,21,"na","Fenced","O",0
"269",2008,21,"na","Fenced","W",0
"270",2008,21,"na","Fenced","G",0
"271",2008,21,"na","Fenced","moss_lichen",0
"272",2008,21,"na","Fenced","moss",0
"273",2008,21,"na","Fenced","lichen",0
"274",2008,22,"na","FoliarFungicide","Unknown",220.2
"275",2008,22,"na","FoliarFungicide","C3",0
"276",2008,22,"na","FoliarFungicide","F",0
"277",2008,22,"na","FoliarFungicide","L",0
"278",2008,22,"na","FoliarFungicide","S",0
"279",2008,22,"na","FoliarFungicide","NA",0
"280",2008,22,"na","FoliarFungicide","C4",0
"281",2008,22,"na","FoliarFungicide","O",0
"282",2008,22,"na","FoliarFungicide","W",0
"283",2008,22,"na","FoliarFungicide","G",0
"284",2008,22,"na","FoliarFungicide","moss_lichen",0
"285",2008,22,"na","FoliarFungicide","moss",0
"286",2008,22,"na","FoliarFungicide","lichen",0
"287",2008,23,"na","AllPesticides","Unknown",177.1
"288",2008,23,"na","AllPesticides","C3",0
"289",2008,23,"na","AllPesticides","F",0
"290",2008,23,"na","AllPesticides","L",0
"291",2008,23,"na","AllPesticides","S",0
"292",2008,23,"na","AllPesticides","NA",0
"293",2008,23,"na","AllPesticides","C4",0
"294",2008,23,"na","AllPesticides","O",0
"295",2008,23,"na","AllPesticides","W",0
"296",2008,23,"na","AllPesticides","G",0
"297",2008,23,"na","AllPesticides","moss_lichen",0
"298",2008,23,"na","AllPesticides","moss",0
"299",2008,23,"na","AllPesticides","lichen",0
"300",2008,24,"na","Control","Unknown",200.5
"301",2008,24,"na","Control","C3",0
"302",2008,24,"na","Control","F",0
"303",2008,24,"na","Control","L",0
"304",2008,24,"na","Control","S",0
"305",2008,24,"na","Control","NA",0
"306",2008,24,"na","Control","C4",0
"307",2008,24,"na","Control","O",0
"308",2008,24,"na","Control","W",0
"309",2008,24,"na","Control","G",0
"310",2008,24,"na","Control","moss_lichen",0
"311",2008,24,"na","Control","moss",0
"312",2008,24,"na","Control","lichen",0
"313",2008,25,"na","Fenced","Unknown",63.6
"314",2008,25,"na","Fenced","C3",0
"315",2008,25,"na","Fenced","F",0
"316",2008,25,"na","Fenced","L",0
"317",2008,25,"na","Fenced","S",0
"318",2008,25,"na","Fenced","NA",0
"319",2008,25,"na","Fenced","C4",0
"320",2008,25,"na","Fenced","O",0
"321",2008,25,"na","Fenced","W",0
"322",2008,25,"na","Fenced","G",0
"323",2008,25,"na","Fenced","moss_lichen",0
"324",2008,25,"na","Fenced","moss",0
"325",2008,25,"na","Fenced","lichen",0
"326",2008,26,"na","FoliarFungicide","Unknown",228.9
"327",2008,26,"na","FoliarFungicide","C3",0
"328",2008,26,"na","FoliarFungicide","F",0
"329",2008,26,"na","FoliarFungicide","L",0
"330",2008,26,"na","FoliarFungicide","S",0
"331",2008,26,"na","FoliarFungicide","NA",0
"332",2008,26,"na","FoliarFungicide","C4",0
"333",2008,26,"na","FoliarFungicide","O",0
"334",2008,26,"na","FoliarFungicide","W",0
"335",2008,26,"na","FoliarFungicide","G",0
"336",2008,26,"na","FoliarFungicide","moss_lichen",0
"337",2008,26,"na","FoliarFungicide","moss",0
"338",2008,26,"na","FoliarFungicide","lichen",0
"339",2008,27,"na","SoilDrenchFungicide","Unknown",155.3
"340",2008,27,"na","SoilDrenchFungicide","C3",0
"341",2008,27,"na","SoilDrenchFungicide","F",0
"342",2008,27,"na","SoilDrenchFungicide","L",0
"343",2008,27,"na","SoilDrenchFungicide","S",0
"344",2008,27,"na","SoilDrenchFungicide","NA",0
"345",2008,27,"na","SoilDrenchFungicide","C4",0
"346",2008,27,"na","SoilDrenchFungicide","O",0
"347",2008,27,"na","SoilDrenchFungicide","W",0
"348",2008,27,"na","SoilDrenchFungicide","G",0
"349",2008,27,"na","SoilDrenchFungicide","moss_lichen",0
"350",2008,27,"na","SoilDrenchFungicide","moss",0
"351",2008,27,"na","SoilDrenchFungicide","lichen",0
"352",2008,28,"na","AllPesticides","Unknown",240.7
"353",2008,28,"na","AllPesticides","C3",0
"354",2008,28,"na","AllPesticides","F",0
"355",2008,28,"na","AllPesticides","L",0
"356",2008,28,"na","AllPesticides","S",0
"357",2008,28,"na","AllPesticides","NA",0
"358",2008,28,"na","AllPesticides","C4",0
"359",2008,28,"na","AllPesticides","O",0
"360",2008,28,"na","AllPesticides","W",0
"361",2008,28,"na","AllPesticides","G",0
"362",2008,28,"na","AllPesticides","moss_lichen",0
"363",2008,28,"na","AllPesticides","moss",0
"364",2008,28,"na","AllPesticides","lichen",0
"365",2008,29,"na","Control","Unknown",156.9
"366",2008,29,"na","Control","C3",0
"367",2008,29,"na","Control","F",0
"368",2008,29,"na","Control","L",0
"369",2008,29,"na","Control","S",0
"370",2008,29,"na","Control","NA",0
"371",2008,29,"na","Control","C4",0
"372",2008,29,"na","Control","O",0
"373",2008,29,"na","Control","W",0
"374",2008,29,"na","Control","G",0
"375",2008,29,"na","Control","moss_lichen",0
"376",2008,29,"na","Control","moss",0
"377",2008,29,"na","Control","lichen",0
"378",2008,30,"na","Insecticide","Unknown",179.5
"379",2008,30,"na","Insecticide","C3",0
"380",2008,30,"na","Insecticide","F",0
"381",2008,30,"na","Insecticide","L",0
"382",2008,30,"na","Insecticide","S",0
"383",2008,30,"na","Insecticide","NA",0
"384",2008,30,"na","Insecticide","C4",0
"385",2008,30,"na","Insecticide","O",0
"386",2008,30,"na","Insecticide","W",0
"387",2008,30,"na","Insecticide","G",0
"388",2008,30,"na","Insecticide","moss_lichen",0
"389",2008,30,"na","Insecticide","moss",0
"390",2008,30,"na","Insecticide","lichen",0
"391",2008,31,"na","SoilDrenchFungicide","Unknown",156.1
"392",2008,31,"na","SoilDrenchFungicide","C3",0
"393",2008,31,"na","SoilDrenchFungicide","F",0
"394",2008,31,"na","SoilDrenchFungicide","L",0
"395",2008,31,"na","SoilDrenchFungicide","S",0
"396",2008,31,"na","SoilDrenchFungicide","NA",0
"397",2008,31,"na","SoilDrenchFungicide","C4",0
"398",2008,31,"na","SoilDrenchFungicide","O",0
"399",2008,31,"na","SoilDrenchFungicide","W",0
"400",2008,31,"na","SoilDrenchFungicide","G",0
"401",2008,31,"na","SoilDrenchFungicide","moss_lichen",0
"402",2008,31,"na","SoilDrenchFungicide","moss",0
"403",2008,31,"na","SoilDrenchFungicide","lichen",0
"404",2008,32,"na","Control","Unknown",129.5
"405",2008,32,"na","Control","C3",0
"406",2008,32,"na","Control","F",0
"407",2008,32,"na","Control","L",0
"408",2008,32,"na","Control","S",0
"409",2008,32,"na","Control","NA",0
"410",2008,32,"na","Control","C4",0
"411",2008,32,"na","Control","O",0
"412",2008,32,"na","Control","W",0
"413",2008,32,"na","Control","G",0
"414",2008,32,"na","Control","moss_lichen",0
"415",2008,32,"na","Control","moss",0
"416",2008,32,"na","Control","lichen",0
"417",2008,33,"na","Fenced","Unknown",27.4
"418",2008,33,"na","Fenced","C3",0
"419",2008,33,"na","Fenced","F",0
"420",2008,33,"na","Fenced","L",0
"421",2008,33,"na","Fenced","S",0
"422",2008,33,"na","Fenced","NA",0
"423",2008,33,"na","Fenced","C4",0
"424",2008,33,"na","Fenced","O",0
"425",2008,33,"na","Fenced","W",0
"426",2008,33,"na","Fenced","G",0
"427",2008,33,"na","Fenced","moss_lichen",0
"428",2008,33,"na","Fenced","moss",0
"429",2008,33,"na","Fenced","lichen",0
"430",2008,34,"na","AllPesticides","Unknown",46.3
"431",2008,34,"na","AllPesticides","C3",0
"432",2008,34,"na","AllPesticides","F",0
"433",2008,34,"na","AllPesticides","L",0
"434",2008,34,"na","AllPesticides","S",0
"435",2008,34,"na","AllPesticides","NA",0
"436",2008,34,"na","AllPesticides","C4",0
"437",2008,34,"na","AllPesticides","O",0
"438",2008,34,"na","AllPesticides","W",0
"439",2008,34,"na","AllPesticides","G",0
"440",2008,34,"na","AllPesticides","moss_lichen",0
"441",2008,34,"na","AllPesticides","moss",0
"442",2008,34,"na","AllPesticides","lichen",0
"443",2008,35,"na","Insecticide","Unknown",156.8
"444",2008,35,"na","Insecticide","C3",0
"445",2008,35,"na","Insecticide","F",0
"446",2008,35,"na","Insecticide","L",0
"447",2008,35,"na","Insecticide","S",0
"448",2008,35,"na","Insecticide","NA",0
"449",2008,35,"na","Insecticide","C4",0
"450",2008,35,"na","Insecticide","O",0
"451",2008,35,"na","Insecticide","W",0
"452",2008,35,"na","Insecticide","G",0
"453",2008,35,"na","Insecticide","moss_lichen",0
"454",2008,35,"na","Insecticide","moss",0
"455",2008,35,"na","Insecticide","lichen",0
"456",2008,36,"na","FoliarFungicide","Unknown",138.3
"457",2008,36,"na","FoliarFungicide","C3",0
"458",2008,36,"na","FoliarFungicide","F",0
"459",2008,36,"na","FoliarFungicide","L",0
"460",2008,36,"na","FoliarFungicide","S",0
"461",2008,36,"na","FoliarFungicide","NA",0
"462",2008,36,"na","FoliarFungicide","C4",0
"463",2008,36,"na","FoliarFungicide","O",0
"464",2008,36,"na","FoliarFungicide","W",0
"465",2008,36,"na","FoliarFungicide","G",0
"466",2008,36,"na","FoliarFungicide","moss_lichen",0
"467",2008,36,"na","FoliarFungicide","moss",0
"468",2008,36,"na","FoliarFungicide","lichen",0
"469",2008,37,"na","Control","Unknown",74.8
"470",2008,37,"na","Control","C3",0
"471",2008,37,"na","Control","F",0
"472",2008,37,"na","Control","L",0
"473",2008,37,"na","Control","S",0
"474",2008,37,"na","Control","NA",0
"475",2008,37,"na","Control","C4",0
"476",2008,37,"na","Control","O",0
"477",2008,37,"na","Control","W",0
"478",2008,37,"na","Control","G",0
"479",2008,37,"na","Control","moss_lichen",0
"480",2008,37,"na","Control","moss",0
"481",2008,37,"na","Control","lichen",0
"482",2008,38,"na","Fenced","Unknown",117.5
"483",2008,38,"na","Fenced","C3",0
"484",2008,38,"na","Fenced","F",0
"485",2008,38,"na","Fenced","L",0
"486",2008,38,"na","Fenced","S",0
"487",2008,38,"na","Fenced","NA",0
"488",2008,38,"na","Fenced","C4",0
"489",2008,38,"na","Fenced","O",0
"490",2008,38,"na","Fenced","W",0
"491",2008,38,"na","Fenced","G",0
"492",2008,38,"na","Fenced","moss_lichen",0
"493",2008,38,"na","Fenced","moss",0
"494",2008,38,"na","Fenced","lichen",0
"495",2008,39,"na","FoliarFungicide","Unknown",209
"496",2008,39,"na","FoliarFungicide","C3",0
"497",2008,39,"na","FoliarFungicide","F",0
"498",2008,39,"na","FoliarFungicide","L",0
"499",2008,39,"na","FoliarFungicide","S",0
"500",2008,39,"na","FoliarFungicide","NA",0
"501",2008,39,"na","FoliarFungicide","C4",0
"502",2008,39,"na","FoliarFungicide","O",0
"503",2008,39,"na","FoliarFungicide","W",0
"504",2008,39,"na","FoliarFungicide","G",0
"505",2008,39,"na","FoliarFungicide","moss_lichen",0
"506",2008,39,"na","FoliarFungicide","moss",0
"507",2008,39,"na","FoliarFungicide","lichen",0
"508",2008,40,"na","Insecticide","Unknown",229.1
"509",2008,40,"na","Insecticide","C3",0
"510",2008,40,"na","Insecticide","F",0
"511",2008,40,"na","Insecticide","L",0
"512",2008,40,"na","Insecticide","S",0
"513",2008,40,"na","Insecticide","NA",0
"514",2008,40,"na","Insecticide","C4",0
"515",2008,40,"na","Insecticide","O",0
"516",2008,40,"na","Insecticide","W",0
"517",2008,40,"na","Insecticide","G",0
"518",2008,40,"na","Insecticide","moss_lichen",0
"519",2008,40,"na","Insecticide","moss",0
"520",2008,40,"na","Insecticide","lichen",0
"521",2008,41,"na","AllPesticides","Unknown",148.8
"522",2008,41,"na","AllPesticides","C3",0
"523",2008,41,"na","AllPesticides","F",0
"524",2008,41,"na","AllPesticides","L",0
"525",2008,41,"na","AllPesticides","S",0
"526",2008,41,"na","AllPesticides","NA",0
"527",2008,41,"na","AllPesticides","C4",0
"528",2008,41,"na","AllPesticides","O",0
"529",2008,41,"na","AllPesticides","W",0
"530",2008,41,"na","AllPesticides","G",0
"531",2008,41,"na","AllPesticides","moss_lichen",0
"532",2008,41,"na","AllPesticides","moss",0
"533",2008,41,"na","AllPesticides","lichen",0
"534",2008,42,"na","SoilDrenchFungicide","Unknown",46.6
"535",2008,42,"na","SoilDrenchFungicide","C3",0
"536",2008,42,"na","SoilDrenchFungicide","F",0
"537",2008,42,"na","SoilDrenchFungicide","L",0
"538",2008,42,"na","SoilDrenchFungicide","S",0
"539",2008,42,"na","SoilDrenchFungicide","NA",0
"540",2008,42,"na","SoilDrenchFungicide","C4",0
"541",2008,42,"na","SoilDrenchFungicide","O",0
"542",2008,42,"na","SoilDrenchFungicide","W",0
"543",2008,42,"na","SoilDrenchFungicide","G",0
"544",2008,42,"na","SoilDrenchFungicide","moss_lichen",0
"545",2008,42,"na","SoilDrenchFungicide","moss",0
"546",2008,42,"na","SoilDrenchFungicide","lichen",0
"547",2008,43,"na","Fenced","Unknown",184.4
"548",2008,43,"na","Fenced","C3",0
"549",2008,43,"na","Fenced","F",0
"550",2008,43,"na","Fenced","L",0
"551",2008,43,"na","Fenced","S",0
"552",2008,43,"na","Fenced","NA",0
"553",2008,43,"na","Fenced","C4",0
"554",2008,43,"na","Fenced","O",0
"555",2008,43,"na","Fenced","W",0
"556",2008,43,"na","Fenced","G",0
"557",2008,43,"na","Fenced","moss_lichen",0
"558",2008,43,"na","Fenced","moss",0
"559",2008,43,"na","Fenced","lichen",0
"560",2008,44,"na","AllPesticides","Unknown",214.3
"561",2008,44,"na","AllPesticides","C3",0
"562",2008,44,"na","AllPesticides","F",0
"563",2008,44,"na","AllPesticides","L",0
"564",2008,44,"na","AllPesticides","S",0
"565",2008,44,"na","AllPesticides","NA",0
"566",2008,44,"na","AllPesticides","C4",0
"567",2008,44,"na","AllPesticides","O",0
"568",2008,44,"na","AllPesticides","W",0
"569",2008,44,"na","AllPesticides","G",0
"570",2008,44,"na","AllPesticides","moss_lichen",0
"571",2008,44,"na","AllPesticides","moss",0
"572",2008,44,"na","AllPesticides","lichen",0
"573",2008,45,"na","Insecticide","Unknown",135.4
"574",2008,45,"na","Insecticide","C3",0
"575",2008,45,"na","Insecticide","F",0
"576",2008,45,"na","Insecticide","L",0
"577",2008,45,"na","Insecticide","S",0
"578",2008,45,"na","Insecticide","NA",0
"579",2008,45,"na","Insecticide","C4",0
"580",2008,45,"na","Insecticide","O",0
"581",2008,45,"na","Insecticide","W",0
"582",2008,45,"na","Insecticide","G",0
"583",2008,45,"na","Insecticide","moss_lichen",0
"584",2008,45,"na","Insecticide","moss",0
"585",2008,45,"na","Insecticide","lichen",0
"586",2008,46,"na","SoilDrenchFungicide","Unknown",183.9
"587",2008,46,"na","SoilDrenchFungicide","C3",0
"588",2008,46,"na","SoilDrenchFungicide","F",0
"589",2008,46,"na","SoilDrenchFungicide","L",0
"590",2008,46,"na","SoilDrenchFungicide","S",0
"591",2008,46,"na","SoilDrenchFungicide","NA",0
"592",2008,46,"na","SoilDrenchFungicide","C4",0
"593",2008,46,"na","SoilDrenchFungicide","O",0
"594",2008,46,"na","SoilDrenchFungicide","W",0
"595",2008,46,"na","SoilDrenchFungicide","G",0
"596",2008,46,"na","SoilDrenchFungicide","moss_lichen",0
"597",2008,46,"na","SoilDrenchFungicide","moss",0
"598",2008,46,"na","SoilDrenchFungicide","lichen",0
"599",2008,47,"na","Control","Unknown",88.5
"600",2008,47,"na","Control","C3",0
