"","Year","Plot","Subplot","Treatment","Functional.group","Mass.g.m.2."
"8990",2020,34,"West","AllPesticides","C4",10.7
"8991",2020,34,"West","AllPesticides","O",0
"8992",2020,34,"West","AllPesticides","W",0
"8993",2020,34,"West","AllPesticides","G",0
"8994",2020,34,"West","AllPesticides","moss_lichen",0
"8995",2020,34,"West","AllPesticides","moss",0
"8996",2020,34,"West","AllPesticides","lichen",0
"8997",2020,35,"East","Insecticide","Unknown",0
"8998",2020,35,"East","Insecticide","C3",5.9
"8999",2020,35,"East","Insecticide","F",13.94
"9000",2020,35,"East","Insecticide","L",0
"9001",2020,35,"East","Insecticide","S",8.04
"9002",2020,35,"East","Insecticide","NA",53.98
"9003",2020,35,"East","Insecticide","C4",24.9
"9004",2020,35,"East","Insecticide","O",0
"9005",2020,35,"East","Insecticide","W",0.88
"9006",2020,35,"East","Insecticide","G",0
"9007",2020,35,"East","Insecticide","moss_lichen",0
"9008",2020,35,"East","Insecticide","moss",0
"9009",2020,35,"East","Insecticide","lichen",0
"9010",2020,35,"West","Insecticide","Unknown",0
"9011",2020,35,"West","Insecticide","C3",33.62
"9012",2020,35,"West","Insecticide","F",0.52
"9013",2020,35,"West","Insecticide","L",0
"9014",2020,35,"West","Insecticide","S",16.94
"9015",2020,35,"West","Insecticide","NA",67.96
"9016",2020,35,"West","Insecticide","C4",21.74
"9017",2020,35,"West","Insecticide","O",0
"9018",2020,35,"West","Insecticide","W",0
"9019",2020,35,"West","Insecticide","G",0
"9020",2020,35,"West","Insecticide","moss_lichen",0
"9021",2020,35,"West","Insecticide","moss",0
"9022",2020,35,"West","Insecticide","lichen",0
"9023",2020,36,"East","FoliarFungicide","Unknown",0
"9024",2020,36,"East","FoliarFungicide","C3",3.94
"9025",2020,36,"East","FoliarFungicide","F",3.84
"9026",2020,36,"East","FoliarFungicide","L",7.02
"9027",2020,36,"East","FoliarFungicide","S",1.1
"9028",2020,36,"East","FoliarFungicide","NA",56.76
"9029",2020,36,"East","FoliarFungicide","C4",22.28
"9030",2020,36,"East","FoliarFungicide","O",0
"9031",2020,36,"East","FoliarFungicide","W",43.14
"9032",2020,36,"East","FoliarFungicide","G",0
"9033",2020,36,"East","FoliarFungicide","moss_lichen",0
"9034",2020,36,"East","FoliarFungicide","moss",0
"9035",2020,36,"East","FoliarFungicide","lichen",0
"9036",2020,36,"West","FoliarFungicide","Unknown",0
"9037",2020,36,"West","FoliarFungicide","C3",23.98
"9038",2020,36,"West","FoliarFungicide","F",27.74
"9039",2020,36,"West","FoliarFungicide","L",6.14
"9040",2020,36,"West","FoliarFungicide","S",4.9
"9041",2020,36,"West","FoliarFungicide","NA",92.88
"9042",2020,36,"West","FoliarFungicide","C4",43.98
"9043",2020,36,"West","FoliarFungicide","O",0
"9044",2020,36,"West","FoliarFungicide","W",0
"9045",2020,36,"West","FoliarFungicide","G",0
"9046",2020,36,"West","FoliarFungicide","moss_lichen",0
"9047",2020,36,"West","FoliarFungicide","moss",0
"9048",2020,36,"West","FoliarFungicide","lichen",0
"9049",2020,37,"East","Control","Unknown",0
"9050",2020,37,"East","Control","C3",2.14
"9051",2020,37,"East","Control","F",6.66
"9052",2020,37,"East","Control","L",0
"9053",2020,37,"East","Control","S",1.2
"9054",2020,37,"East","Control","NA",28.42
"9055",2020,37,"East","Control","C4",27.1
"9056",2020,37,"East","Control","O",0
"9057",2020,37,"East","Control","W",0
"9058",2020,37,"East","Control","G",0
"9059",2020,37,"East","Control","moss_lichen",0
"9060",2020,37,"East","Control","moss",0
"9061",2020,37,"East","Control","lichen",0
"9062",2020,37,"West","Control","Unknown",0
"9063",2020,37,"West","Control","C3",8.32
"9064",2020,37,"West","Control","F",38.12
"9065",2020,37,"West","Control","L",0.22
"9066",2020,37,"West","Control","S",13.74
"9067",2020,37,"West","Control","NA",61.5
"9068",2020,37,"West","Control","C4",42.04
"9069",2020,37,"West","Control","O",0
"9070",2020,37,"West","Control","W",0
"9071",2020,37,"West","Control","G",0
"9072",2020,37,"West","Control","moss_lichen",0
"9073",2020,37,"West","Control","moss",0
"9074",2020,37,"West","Control","lichen",0
"9075",2020,38,"East","Fenced","Unknown",0
"9076",2020,38,"East","Fenced","C3",3.44
"9077",2020,38,"East","Fenced","F",12.82
"9078",2020,38,"East","Fenced","L",2.34
"9079",2020,38,"East","Fenced","S",2.68
"9080",2020,38,"East","Fenced","NA",51.64
"9081",2020,38,"East","Fenced","C4",27.3
"9082",2020,38,"East","Fenced","O",0
"9083",2020,38,"East","Fenced","W",0
"9084",2020,38,"East","Fenced","G",0
"9085",2020,38,"East","Fenced","moss_lichen",0
"9086",2020,38,"East","Fenced","moss",0
"9087",2020,38,"East","Fenced","lichen",0
"9088",2020,38,"West","Fenced","Unknown",0
"9089",2020,38,"West","Fenced","C3",18.64
"9090",2020,38,"West","Fenced","F",33.76
"9091",2020,38,"West","Fenced","L",15.08
"9092",2020,38,"West","Fenced","S",8.5
"9093",2020,38,"West","Fenced","NA",84.36
"9094",2020,38,"West","Fenced","C4",16.4
"9095",2020,38,"West","Fenced","O",0
"9096",2020,38,"West","Fenced","W",0
"9097",2020,38,"West","Fenced","G",0
"9098",2020,38,"West","Fenced","moss_lichen",0
"9099",2020,38,"West","Fenced","moss",0
"9100",2020,38,"West","Fenced","lichen",0
"9101",2020,39,"East","FoliarFungicide","Unknown",0
"9102",2020,39,"East","FoliarFungicide","C3",11.42
"9103",2020,39,"East","FoliarFungicide","F",53.46
"9104",2020,39,"East","FoliarFungicide","L",1.64
"9105",2020,39,"East","FoliarFungicide","S",8.48
"9106",2020,39,"East","FoliarFungicide","NA",46.5
"9107",2020,39,"East","FoliarFungicide","C4",15.86
"9108",2020,39,"East","FoliarFungicide","O",0
"9109",2020,39,"East","FoliarFungicide","W",0
"9110",2020,39,"East","FoliarFungicide","G",0
"9111",2020,39,"East","FoliarFungicide","moss_lichen",0
"9112",2020,39,"East","FoliarFungicide","moss",0
"9113",2020,39,"East","FoliarFungicide","lichen",0
"9114",2020,39,"West","FoliarFungicide","Unknown",0
"9115",2020,39,"West","FoliarFungicide","C3",36.22
"9116",2020,39,"West","FoliarFungicide","F",82.46
"9117",2020,39,"West","FoliarFungicide","L",0.3
"9118",2020,39,"West","FoliarFungicide","S",64.02
"9119",2020,39,"West","FoliarFungicide","NA",63.38
"9120",2020,39,"West","FoliarFungicide","C4",3.3
"9121",2020,39,"West","FoliarFungicide","O",0
"9122",2020,39,"West","FoliarFungicide","W",0
"9123",2020,39,"West","FoliarFungicide","G",0
"9124",2020,39,"West","FoliarFungicide","moss_lichen",0
"9125",2020,39,"West","FoliarFungicide","moss",0
"9126",2020,39,"West","FoliarFungicide","lichen",0
"9127",2020,40,"East","Insecticide","Unknown",0
"9128",2020,40,"East","Insecticide","C3",1.74
"9129",2020,40,"East","Insecticide","F",7.48
"9130",2020,40,"East","Insecticide","L",2.08
"9131",2020,40,"East","Insecticide","S",0.3
"9132",2020,40,"East","Insecticide","NA",46.82
"9133",2020,40,"East","Insecticide","C4",32.64
"9134",2020,40,"East","Insecticide","O",0
"9135",2020,40,"East","Insecticide","W",0
"9136",2020,40,"East","Insecticide","G",0
"9137",2020,40,"East","Insecticide","moss_lichen",0
"9138",2020,40,"East","Insecticide","moss",0
"9139",2020,40,"East","Insecticide","lichen",0
"9140",2020,40,"West","Insecticide","Unknown",0
"9141",2020,40,"West","Insecticide","C3",14.98
"9142",2020,40,"West","Insecticide","F",63.04
"9143",2020,40,"West","Insecticide","L",0.06
"9144",2020,40,"West","Insecticide","S",11.76
"9145",2020,40,"West","Insecticide","NA",118.22
"9146",2020,40,"West","Insecticide","C4",53.66
"9147",2020,40,"West","Insecticide","O",0
"9148",2020,40,"West","Insecticide","W",1.38
"9149",2020,40,"West","Insecticide","G",0
"9150",2020,40,"West","Insecticide","moss_lichen",0
"9151",2020,40,"West","Insecticide","moss",0
"9152",2020,40,"West","Insecticide","lichen",0
"9153",2020,41,"East","AllPesticides","Unknown",0
"9154",2020,41,"East","AllPesticides","C3",3.52
"9155",2020,41,"East","AllPesticides","F",18.38
"9156",2020,41,"East","AllPesticides","L",2.2
"9157",2020,41,"East","AllPesticides","S",1.82
"9158",2020,41,"East","AllPesticides","NA",93.72
"9159",2020,41,"East","AllPesticides","C4",24.74
"9160",2020,41,"East","AllPesticides","O",0
"9161",2020,41,"East","AllPesticides","W",0.06
"9162",2020,41,"East","AllPesticides","G",0
"9163",2020,41,"East","AllPesticides","moss_lichen",0
"9164",2020,41,"East","AllPesticides","moss",0
"9165",2020,41,"East","AllPesticides","lichen",0
"9166",2020,41,"West","AllPesticides","Unknown",0
"9167",2020,41,"West","AllPesticides","C3",38.64
"9168",2020,41,"West","AllPesticides","F",7.52
"9169",2020,41,"West","AllPesticides","L",0.02
"9170",2020,41,"West","AllPesticides","S",2.74
"9171",2020,41,"West","AllPesticides","NA",80.7
"9172",2020,41,"West","AllPesticides","C4",18.22
"9173",2020,41,"West","AllPesticides","O",0
"9174",2020,41,"West","AllPesticides","W",0
"9175",2020,41,"West","AllPesticides","G",0
"9176",2020,41,"West","AllPesticides","moss_lichen",0
"9177",2020,41,"West","AllPesticides","moss",0
"9178",2020,41,"West","AllPesticides","lichen",0
"9179",2020,42,"East","SoilDrenchFungicide","Unknown",0
"9180",2020,42,"East","SoilDrenchFungicide","C3",12.02
"9181",2020,42,"East","SoilDrenchFungicide","F",2.02
"9182",2020,42,"East","SoilDrenchFungicide","L",0.04
"9183",2020,42,"East","SoilDrenchFungicide","S",0.86
"9184",2020,42,"East","SoilDrenchFungicide","NA",74.68
"9185",2020,42,"East","SoilDrenchFungicide","C4",36.5
"9186",2020,42,"East","SoilDrenchFungicide","O",0
"9187",2020,42,"East","SoilDrenchFungicide","W",0.12
"9188",2020,42,"East","SoilDrenchFungicide","G",0
"9189",2020,42,"East","SoilDrenchFungicide","moss_lichen",0
"9190",2020,42,"East","SoilDrenchFungicide","moss",0
"9191",2020,42,"East","SoilDrenchFungicide","lichen",0
"9192",2020,42,"West","SoilDrenchFungicide","Unknown",0
"9193",2020,42,"West","SoilDrenchFungicide","C3",32.22
"9194",2020,42,"West","SoilDrenchFungicide","F",9.14
"9195",2020,42,"West","SoilDrenchFungicide","L",0
"9196",2020,42,"West","SoilDrenchFungicide","S",11.62
"9197",2020,42,"West","SoilDrenchFungicide","NA",102.88
"9198",2020,42,"West","SoilDrenchFungicide","C4",8.66
"9199",2020,42,"West","SoilDrenchFungicide","O",0
"9200",2020,42,"West","SoilDrenchFungicide","W",0
"9201",2020,42,"West","SoilDrenchFungicide","G",0
"9202",2020,42,"West","SoilDrenchFungicide","moss_lichen",0
"9203",2020,42,"West","SoilDrenchFungicide","moss",0
"9204",2020,42,"West","SoilDrenchFungicide","lichen",0
"9205",2020,43,"East","Fenced","Unknown",0
"9206",2020,43,"East","Fenced","C3",7.96
"9207",2020,43,"East","Fenced","F",16.78
"9208",2020,43,"East","Fenced","L",0.04
"9209",2020,43,"East","Fenced","S",6.7
"9210",2020,43,"East","Fenced","NA",70.22
"9211",2020,43,"East","Fenced","C4",21.92
"9212",2020,43,"East","Fenced","O",0
"9213",2020,43,"East","Fenced","W",0
"9214",2020,43,"East","Fenced","G",0
"9215",2020,43,"East","Fenced","moss_lichen",0
"9216",2020,43,"East","Fenced","moss",0
"9217",2020,43,"East","Fenced","lichen",0
"9218",2020,43,"West","Fenced","Unknown",0
"9219",2020,43,"West","Fenced","C3",28.16
"9220",2020,43,"West","Fenced","F",48.48
"9221",2020,43,"West","Fenced","L",0.26
"9222",2020,43,"West","Fenced","S",24.16
"9223",2020,43,"West","Fenced","NA",87.84
"9224",2020,43,"West","Fenced","C4",7.02
"9225",2020,43,"West","Fenced","O",0
"9226",2020,43,"West","Fenced","W",0
"9227",2020,43,"West","Fenced","G",0
"9228",2020,43,"West","Fenced","moss_lichen",0
"9229",2020,43,"West","Fenced","moss",0
"9230",2020,43,"West","Fenced","lichen",0
"9231",2020,44,"East","AllPesticides","Unknown",0
"9232",2020,44,"East","AllPesticides","C3",8.1
"9233",2020,44,"East","AllPesticides","F",17.74
"9234",2020,44,"East","AllPesticides","L",0
"9235",2020,44,"East","AllPesticides","S",1.82
"9236",2020,44,"East","AllPesticides","NA",53.04
"9237",2020,44,"East","AllPesticides","C4",13.64
"9238",2020,44,"East","AllPesticides","O",0.06
"9239",2020,44,"East","AllPesticides","W",0
"9240",2020,44,"East","AllPesticides","G",0
"9241",2020,44,"East","AllPesticides","moss_lichen",0.06
"9242",2020,44,"East","AllPesticides","moss",0.06
"9243",2020,44,"East","AllPesticides","lichen",0
"9244",2020,44,"West","AllPesticides","Unknown",0
"9245",2020,44,"West","AllPesticides","C3",57.7
"9246",2020,44,"West","AllPesticides","F",60.64
"9247",2020,44,"West","AllPesticides","L",0
"9248",2020,44,"West","AllPesticides","S",0
"9249",2020,44,"West","AllPesticides","NA",29.38
"9250",2020,44,"West","AllPesticides","C4",2
"9251",2020,44,"West","AllPesticides","O",0
"9252",2020,44,"West","AllPesticides","W",0
"9253",2020,44,"West","AllPesticides","G",0
"9254",2020,44,"West","AllPesticides","moss_lichen",0
"9255",2020,44,"West","AllPesticides","moss",0
"9256",2020,44,"West","AllPesticides","lichen",0
"9257",2020,45,"East","Insecticide","Unknown",0
"9258",2020,45,"East","Insecticide","C3",12.2
"9259",2020,45,"East","Insecticide","F",37
"9260",2020,45,"East","Insecticide","L",7.36
"9261",2020,45,"East","Insecticide","S",3.84
"9262",2020,45,"East","Insecticide","NA",51.8
"9263",2020,45,"East","Insecticide","C4",6.86
"9264",2020,45,"East","Insecticide","O",0
"9265",2020,45,"East","Insecticide","W",0
"9266",2020,45,"East","Insecticide","G",0
"9267",2020,45,"East","Insecticide","moss_lichen",0
"9268",2020,45,"East","Insecticide","moss",0
"9269",2020,45,"East","Insecticide","lichen",0
"9270",2020,45,"West","Insecticide","Unknown",0
"9271",2020,45,"West","Insecticide","C3",25.54
"9272",2020,45,"West","Insecticide","F",75.68
"9273",2020,45,"West","Insecticide","L",1.76
"9274",2020,45,"West","Insecticide","S",17.28
"9275",2020,45,"West","Insecticide","NA",63.32
"9276",2020,45,"West","Insecticide","C4",4.72
"9277",2020,45,"West","Insecticide","O",0
"9278",2020,45,"West","Insecticide","W",0
"9279",2020,45,"West","Insecticide","G",0
"9280",2020,45,"West","Insecticide","moss_lichen",0
"9281",2020,45,"West","Insecticide","moss",0
"9282",2020,45,"West","Insecticide","lichen",0
"9283",2020,46,"East","SoilDrenchFungicide","Unknown",0
"9284",2020,46,"East","SoilDrenchFungicide","C3",10
"9285",2020,46,"East","SoilDrenchFungicide","F",14.46
"9286",2020,46,"East","SoilDrenchFungicide","L",0.52
"9287",2020,46,"East","SoilDrenchFungicide","S",1.1
"9288",2020,46,"East","SoilDrenchFungicide","NA",87.8
"9289",2020,46,"East","SoilDrenchFungicide","C4",14.58
"9290",2020,46,"East","SoilDrenchFungicide","O",0
"9291",2020,46,"East","SoilDrenchFungicide","W",0
"9292",2020,46,"East","SoilDrenchFungicide","G",0
"9293",2020,46,"East","SoilDrenchFungicide","moss_lichen",0
"9294",2020,46,"East","SoilDrenchFungicide","moss",0
"9295",2020,46,"East","SoilDrenchFungicide","lichen",0
"9296",2020,46,"West","SoilDrenchFungicide","Unknown",0
"9297",2020,46,"West","SoilDrenchFungicide","C3",38.74
"9298",2020,46,"West","SoilDrenchFungicide","F",51.42
"9299",2020,46,"West","SoilDrenchFungicide","L",0.32
"9300",2020,46,"West","SoilDrenchFungicide","S",0.64
"9301",2020,46,"West","SoilDrenchFungicide","NA",81.56
"9302",2020,46,"West","SoilDrenchFungicide","C4",2.74
"9303",2020,46,"West","SoilDrenchFungicide","O",0
"9304",2020,46,"West","SoilDrenchFungicide","W",0
"9305",2020,46,"West","SoilDrenchFungicide","G",0
"9306",2020,46,"West","SoilDrenchFungicide","moss_lichen",0
"9307",2020,46,"West","SoilDrenchFungicide","moss",0
"9308",2020,46,"West","SoilDrenchFungicide","lichen",0
"9309",2020,47,"East","Control","Unknown",0
"9310",2020,47,"East","Control","C3",8.2
"9311",2020,47,"East","Control","F",44.7
"9312",2020,47,"East","Control","L",0
"9313",2020,47,"East","Control","S",1.3
"9314",2020,47,"East","Control","NA",43.5
"9315",2020,47,"East","Control","C4",15.42
"9316",2020,47,"East","Control","O",0
"9317",2020,47,"East","Control","W",0
"9318",2020,47,"East","Control","G",0
"9319",2020,47,"East","Control","moss_lichen",0
"9320",2020,47,"East","Control","moss",0
"9321",2020,47,"East","Control","lichen",0
"9322",2020,47,"West","Control","Unknown",0
"9323",2020,47,"West","Control","C3",50.94
"9324",2020,47,"West","Control","F",51.94
"9325",2020,47,"West","Control","L",0.86
"9326",2020,47,"West","Control","S",0.72
"9327",2020,47,"West","Control","NA",87.8
"9328",2020,47,"West","Control","C4",9.16
"9329",2020,47,"West","Control","O",0
"9330",2020,47,"West","Control","W",0
"9331",2020,47,"West","Control","G",0
"9332",2020,47,"West","Control","moss_lichen",0
"9333",2020,47,"West","Control","moss",0
"9334",2020,47,"West","Control","lichen",0
"9335",2020,48,"East","FoliarFungicide","Unknown",0
"9336",2020,48,"East","FoliarFungicide","C3",5.42
"9337",2020,48,"East","FoliarFungicide","F",28.84
"9338",2020,48,"East","FoliarFungicide","L",0
"9339",2020,48,"East","FoliarFungicide","S",3.14
"9340",2020,48,"East","FoliarFungicide","NA",21.82
"9341",2020,48,"East","FoliarFungicide","C4",10.62
"9342",2020,48,"East","FoliarFungicide","O",0
"9343",2020,48,"East","FoliarFungicide","W",0
"9344",2020,48,"East","FoliarFungicide","G",0
"9345",2020,48,"East","FoliarFungicide","moss_lichen",0
"9346",2020,48,"East","FoliarFungicide","moss",0
"9347",2020,48,"East","FoliarFungicide","lichen",0
"9348",2020,48,"West","FoliarFungicide","Unknown",0
"9349",2020,48,"West","FoliarFungicide","C3",13.02
"9350",2020,48,"West","FoliarFungicide","F",15.32
"9351",2020,48,"West","FoliarFungicide","L",0.34
"9352",2020,48,"West","FoliarFungicide","S",3.68
"9353",2020,48,"West","FoliarFungicide","NA",22.66
"9354",2020,48,"West","FoliarFungicide","C4",3.7
"9355",2020,48,"West","FoliarFungicide","O",0
"9356",2020,48,"West","FoliarFungicide","W",0
"9357",2020,48,"West","FoliarFungicide","G",0
"9358",2020,48,"West","FoliarFungicide","moss_lichen",0
"9359",2020,48,"West","FoliarFungicide","moss",0
"9360",2020,48,"West","FoliarFungicide","lichen",0
"9361",2021,1,"East","Insecticide","Unknown",0
"9362",2021,1,"East","Insecticide","C3",16.6
"9363",2021,1,"East","Insecticide","F",78.4
"9364",2021,1,"East","Insecticide","L",0.45
"9365",2021,1,"East","Insecticide","S",11.15
"9366",2021,1,"East","Insecticide","NA",102.4
"9367",2021,1,"East","Insecticide","C4",109.95
"9368",2021,1,"East","Insecticide","O",0
"9369",2021,1,"East","Insecticide","W",0
"9370",2021,1,"East","Insecticide","G",0
"9371",2021,1,"East","Insecticide","moss_lichen",0
"9372",2021,1,"East","Insecticide","moss",0
"9373",2021,1,"East","Insecticide","lichen",0
"9374",2021,1,"West","Insecticide","Unknown",0
"9375",2021,1,"West","Insecticide","C3",83.25
"9376",2021,1,"West","Insecticide","F",0.3
"9377",2021,1,"West","Insecticide","L",0
"9378",2021,1,"West","Insecticide","S",28.5
"9379",2021,1,"West","Insecticide","NA",312.25
"9380",2021,1,"West","Insecticide","C4",133.1
"9381",2021,1,"West","Insecticide","O",0
"9382",2021,1,"West","Insecticide","W",456.25
"9383",2021,1,"West","Insecticide","G",0
"9384",2021,1,"West","Insecticide","moss_lichen",0
"9385",2021,1,"West","Insecticide","moss",0
"9386",2021,1,"West","Insecticide","lichen",0
"9387",2021,2,"East","Control","Unknown",0
"9388",2021,2,"East","Control","C3",8.65
"9389",2021,2,"East","Control","F",49.35
"9390",2021,2,"East","Control","L",0
"9391",2021,2,"East","Control","S",11.35
"9392",2021,2,"East","Control","NA",109.1
"9393",2021,2,"East","Control","C4",53.85
"9394",2021,2,"East","Control","O",0
"9395",2021,2,"East","Control","W",0
"9396",2021,2,"East","Control","G",0
"9397",2021,2,"East","Control","moss_lichen",0
"9398",2021,2,"East","Control","moss",0
"9399",2021,2,"East","Control","lichen",0
"9400",2021,2,"West","Control","Unknown",0
"9401",2021,2,"West","Control","C3",54.15
"9402",2021,2,"West","Control","F",4.25
"9403",2021,2,"West","Control","L",0
"9404",2021,2,"West","Control","S",11.75
"9405",2021,2,"West","Control","NA",204.5
"9406",2021,2,"West","Control","C4",12.1
"9407",2021,2,"West","Control","O",0
"9408",2021,2,"West","Control","W",13.1
"9409",2021,2,"West","Control","G",0
"9410",2021,2,"West","Control","moss_lichen",0
"9411",2021,2,"West","Control","moss",0
"9412",2021,2,"West","Control","lichen",0
"9413",2021,3,"East","FoliarFungicide","Unknown",0
"9414",2021,3,"East","FoliarFungicide","C3",49.8
"9415",2021,3,"East","FoliarFungicide","F",44.2
"9416",2021,3,"East","FoliarFungicide","L",1.95
"9417",2021,3,"East","FoliarFungicide","S",12.2
"9418",2021,3,"East","FoliarFungicide","NA",193.6
"9419",2021,3,"East","FoliarFungicide","C4",100.8
"9420",2021,3,"East","FoliarFungicide","O",0
"9421",2021,3,"East","FoliarFungicide","W",0
"9422",2021,3,"East","FoliarFungicide","G",0
"9423",2021,3,"East","FoliarFungicide","moss_lichen",0
"9424",2021,3,"East","FoliarFungicide","moss",0
"9425",2021,3,"East","FoliarFungicide","lichen",0
"9426",2021,3,"West","FoliarFungicide","Unknown",0
"9427",2021,3,"West","FoliarFungicide","C3",117.55
"9428",2021,3,"West","FoliarFungicide","F",3.85
"9429",2021,3,"West","FoliarFungicide","L",1.8
"9430",2021,3,"West","FoliarFungicide","S",10.05
"9431",2021,3,"West","FoliarFungicide","NA",370.95
"9432",2021,3,"West","FoliarFungicide","C4",31.25
"9433",2021,3,"West","FoliarFungicide","O",0
"9434",2021,3,"West","FoliarFungicide","W",0.9
"9435",2021,3,"West","FoliarFungicide","G",0
"9436",2021,3,"West","FoliarFungicide","moss_lichen",0
"9437",2021,3,"West","FoliarFungicide","moss",0
"9438",2021,3,"West","FoliarFungicide","lichen",0
"9439",2021,4,"East","SoilDrenchFungicide","Unknown",0
"9440",2021,4,"East","SoilDrenchFungicide","C3",11
"9441",2021,4,"East","SoilDrenchFungicide","F",35.5
"9442",2021,4,"East","SoilDrenchFungicide","L",0
"9443",2021,4,"East","SoilDrenchFungicide","S",13.4
"9444",2021,4,"East","SoilDrenchFungicide","NA",127.55
"9445",2021,4,"East","SoilDrenchFungicide","C4",80.45
"9446",2021,4,"East","SoilDrenchFungicide","O",0
"9447",2021,4,"East","SoilDrenchFungicide","W",0
"9448",2021,4,"East","SoilDrenchFungicide","G",0
"9449",2021,4,"East","SoilDrenchFungicide","moss_lichen",0
"9450",2021,4,"East","SoilDrenchFungicide","moss",0
"9451",2021,4,"East","SoilDrenchFungicide","lichen",0
"9452",2021,4,"West","SoilDrenchFungicide","Unknown",0
"9453",2021,4,"West","SoilDrenchFungicide","C3",41.25
"9454",2021,4,"West","SoilDrenchFungicide","F",4.55
"9455",2021,4,"West","SoilDrenchFungicide","L",0
"9456",2021,4,"West","SoilDrenchFungicide","S",1.35
"9457",2021,4,"West","SoilDrenchFungicide","NA",204.7
"9458",2021,4,"West","SoilDrenchFungicide","C4",6.05
"9459",2021,4,"West","SoilDrenchFungicide","O",0
"9460",2021,4,"West","SoilDrenchFungicide","W",0
"9461",2021,4,"West","SoilDrenchFungicide","G",0
"9462",2021,4,"West","SoilDrenchFungicide","moss_lichen",0
"9463",2021,4,"West","SoilDrenchFungicide","moss",0
"9464",2021,4,"West","SoilDrenchFungicide","lichen",0
"9465",2021,5,"East","AllPesticides","Unknown",0
"9466",2021,5,"East","AllPesticides","C3",16.75
"9467",2021,5,"East","AllPesticides","F",0.55
"9468",2021,5,"East","AllPesticides","L",8.75
"9469",2021,5,"East","AllPesticides","S",16.85
"9470",2021,5,"East","AllPesticides","NA",162.4
"9471",2021,5,"East","AllPesticides","C4",54.4
"9472",2021,5,"East","AllPesticides","O",0
"9473",2021,5,"East","AllPesticides","W",0
"9474",2021,5,"East","AllPesticides","G",0
"9475",2021,5,"East","AllPesticides","moss_lichen",0
"9476",2021,5,"East","AllPesticides","moss",0
"9477",2021,5,"East","AllPesticides","lichen",0
"9478",2021,5,"West","AllPesticides","Unknown",0
"9479",2021,5,"West","AllPesticides","C3",158.1
"9480",2021,5,"West","AllPesticides","F",0.15
"9481",2021,5,"West","AllPesticides","L",0
"9482",2021,5,"West","AllPesticides","S",66.1
"9483",2021,5,"West","AllPesticides","NA",278.55
"9484",2021,5,"West","AllPesticides","C4",39.6
"9485",2021,5,"West","AllPesticides","O",0
"9486",2021,5,"West","AllPesticides","W",15.8
"9487",2021,5,"West","AllPesticides","G",0
"9488",2021,5,"West","AllPesticides","moss_lichen",0
"9489",2021,5,"West","AllPesticides","moss",0
"9490",2021,5,"West","AllPesticides","lichen",0
"9491",2021,6,"East","Fenced","Unknown",0
"9492",2021,6,"East","Fenced","C3",3.9
"9493",2021,6,"East","Fenced","F",1.75
"9494",2021,6,"East","Fenced","L",7.2
"9495",2021,6,"East","Fenced","S",8.55
"9496",2021,6,"East","Fenced","NA",68.25
"9497",2021,6,"East","Fenced","C4",55.05
"9498",2021,6,"East","Fenced","O",0
"9499",2021,6,"East","Fenced","W",0
"9500",2021,6,"East","Fenced","G",0
"9501",2021,6,"East","Fenced","moss_lichen",0
"9502",2021,6,"East","Fenced","moss",0
"9503",2021,6,"East","Fenced","lichen",0
"9504",2021,6,"West","Fenced","Unknown",0
"9505",2021,6,"West","Fenced","C3",50.65
"9506",2021,6,"West","Fenced","F",60.75
"9507",2021,6,"West","Fenced","L",0.25
"9508",2021,6,"West","Fenced","S",3.25
"9509",2021,6,"West","Fenced","NA",87.35
"9510",2021,6,"West","Fenced","C4",14.7
"9511",2021,6,"West","Fenced","O",0
"9512",2021,6,"West","Fenced","W",0
"9513",2021,6,"West","Fenced","G",0
"9514",2021,6,"West","Fenced","moss_lichen",0
"9515",2021,6,"West","Fenced","moss",0
"9516",2021,6,"West","Fenced","lichen",0
"9517",2021,7,"East","AllPesticides","Unknown",0
"9518",2021,7,"East","AllPesticides","C3",18.35
"9519",2021,7,"East","AllPesticides","F",108.5
"9520",2021,7,"East","AllPesticides","L",7.2
"9521",2021,7,"East","AllPesticides","S",1.65
"9522",2021,7,"East","AllPesticides","NA",207.9
"9523",2021,7,"East","AllPesticides","C4",9.2
"9524",2021,7,"East","AllPesticides","O",0
"9525",2021,7,"East","AllPesticides","W",4.4
"9526",2021,7,"East","AllPesticides","G",0
"9527",2021,7,"East","AllPesticides","moss_lichen",0
"9528",2021,7,"East","AllPesticides","moss",0
"9529",2021,7,"East","AllPesticides","lichen",0
"9530",2021,7,"West","AllPesticides","Unknown",0
"9531",2021,7,"West","AllPesticides","C3",61.3
"9532",2021,7,"West","AllPesticides","F",52.6
"9533",2021,7,"West","AllPesticides","L",0
"9534",2021,7,"West","AllPesticides","S",20.75
"9535",2021,7,"West","AllPesticides","NA",255.05
"9536",2021,7,"West","AllPesticides","C4",10.75
"9537",2021,7,"West","AllPesticides","O",0
"9538",2021,7,"West","AllPesticides","W",0
"9539",2021,7,"West","AllPesticides","G",0
"9540",2021,7,"West","AllPesticides","moss_lichen",0
"9541",2021,7,"West","AllPesticides","moss",0
"9542",2021,7,"West","AllPesticides","lichen",0
"9543",2021,8,"East","Control","Unknown",0
"9544",2021,8,"East","Control","C3",13
"9545",2021,8,"East","Control","F",11.9
"9546",2021,8,"East","Control","L",7.8
"9547",2021,8,"East","Control","S",3.75
"9548",2021,8,"East","Control","NA",110.1
