"","Year","Plot","Treatment","Functional.group","Mass.g.m.2."
"3710",2010,148,"Control","moss",0
"3711",2010,149,"FoliarFungicide","C3",0
"3712",2010,149,"FoliarFungicide","F",0
"3713",2010,149,"FoliarFungicide","L",0
"3714",2010,149,"FoliarFungicide","C4",64.3
"3715",2010,149,"FoliarFungicide","W",0
"3716",2010,149,"FoliarFungicide","moss_lichen",0
"3717",2010,149,"FoliarFungicide","moss",0
"3718",2010,150,"SoilDrenchFungicide","C3",0
"3719",2010,150,"SoilDrenchFungicide","F",0
"3720",2010,150,"SoilDrenchFungicide","L",0
"3721",2010,150,"SoilDrenchFungicide","C4",163.3
"3722",2010,150,"SoilDrenchFungicide","W",0
"3723",2010,150,"SoilDrenchFungicide","moss_lichen",0
"3724",2010,150,"SoilDrenchFungicide","moss",0
"3725",2010,151,"AllPesticides","C3",2.4
"3726",2010,151,"AllPesticides","F",0
"3727",2010,151,"AllPesticides","L",218
"3728",2010,151,"AllPesticides","C4",164.3
"3729",2010,151,"AllPesticides","W",0
"3730",2010,151,"AllPesticides","moss_lichen",0
"3731",2010,151,"AllPesticides","moss",0
"3732",2010,152,"FoliarFungicide","C3",12.6
"3733",2010,152,"FoliarFungicide","F",0
"3734",2010,152,"FoliarFungicide","L",199.7
"3735",2010,152,"FoliarFungicide","C4",96.9
"3736",2010,152,"FoliarFungicide","W",0
"3737",2010,152,"FoliarFungicide","moss_lichen",0
"3738",2010,152,"FoliarFungicide","moss",0
"3739",2010,153,"SoilDrenchFungicide","C3",0.4
"3740",2010,153,"SoilDrenchFungicide","F",0
"3741",2010,153,"SoilDrenchFungicide","L",152.7
"3742",2010,153,"SoilDrenchFungicide","C4",44.6
"3743",2010,153,"SoilDrenchFungicide","W",0
"3744",2010,153,"SoilDrenchFungicide","moss_lichen",0
"3745",2010,153,"SoilDrenchFungicide","moss",0
"3746",2010,154,"Control","C3",0
"3747",2010,154,"Control","F",0
"3748",2010,154,"Control","L",104.3
"3749",2010,154,"Control","C4",20.4
"3750",2010,154,"Control","W",0
"3751",2010,154,"Control","moss_lichen",0
"3752",2010,154,"Control","moss",0
"3753",2010,155,"Insecticide","C3",3.1
"3754",2010,155,"Insecticide","F",0
"3755",2010,155,"Insecticide","L",140.2
"3756",2010,155,"Insecticide","C4",116.6
"3757",2010,155,"Insecticide","W",0
"3758",2010,155,"Insecticide","moss_lichen",0
"3759",2010,155,"Insecticide","moss",0
"3760",2010,156,"AllPesticides","C3",0
"3761",2010,156,"AllPesticides","F",38
"3762",2010,156,"AllPesticides","L",0
"3763",2010,156,"AllPesticides","C4",0
"3764",2010,156,"AllPesticides","W",0
"3765",2010,156,"AllPesticides","moss_lichen",0
"3766",2010,156,"AllPesticides","moss",0
"3767",2010,157,"FoliarFungicide","C3",0
"3768",2010,157,"FoliarFungicide","F",228.6
"3769",2010,157,"FoliarFungicide","L",0
"3770",2010,157,"FoliarFungicide","C4",0
"3771",2010,157,"FoliarFungicide","W",0
"3772",2010,157,"FoliarFungicide","moss_lichen",0
"3773",2010,157,"FoliarFungicide","moss",0
"3774",2010,158,"Control","C3",0
"3775",2010,158,"Control","F",123.9
"3776",2010,158,"Control","L",0
"3777",2010,158,"Control","C4",0
"3778",2010,158,"Control","W",0
"3779",2010,158,"Control","moss_lichen",0
"3780",2010,158,"Control","moss",0
"3781",2010,159,"Insecticide","C3",0
"3782",2010,159,"Insecticide","F",91.5
"3783",2010,159,"Insecticide","L",0
"3784",2010,159,"Insecticide","C4",0
"3785",2010,159,"Insecticide","W",0
"3786",2010,159,"Insecticide","moss_lichen",0
"3787",2010,159,"Insecticide","moss",0
"3788",2010,160,"SoilDrenchFungicide","C3",0
"3789",2010,160,"SoilDrenchFungicide","F",118.9
"3790",2010,160,"SoilDrenchFungicide","L",0
"3791",2010,160,"SoilDrenchFungicide","C4",0
"3792",2010,160,"SoilDrenchFungicide","W",0
"3793",2010,160,"SoilDrenchFungicide","moss_lichen",0
"3794",2010,160,"SoilDrenchFungicide","moss",0
"3795",2010,161,"AllPesticides","C3",0
"3796",2010,161,"AllPesticides","F",0
"3797",2010,161,"AllPesticides","L",194
"3798",2010,161,"AllPesticides","C4",0
"3799",2010,161,"AllPesticides","W",0
"3800",2010,161,"AllPesticides","moss_lichen",0
"3801",2010,161,"AllPesticides","moss",0
"3802",2010,162,"Insecticide","C3",0
"3803",2010,162,"Insecticide","F",0
"3804",2010,162,"Insecticide","L",110.3
"3805",2010,162,"Insecticide","C4",0
"3806",2010,162,"Insecticide","W",0
"3807",2010,162,"Insecticide","moss_lichen",0
"3808",2010,162,"Insecticide","moss",0
"3809",2010,163,"FoliarFungicide","C3",0
"3810",2010,163,"FoliarFungicide","F",0
"3811",2010,163,"FoliarFungicide","L",105.4
"3812",2010,163,"FoliarFungicide","C4",0
"3813",2010,163,"FoliarFungicide","W",0
"3814",2010,163,"FoliarFungicide","moss_lichen",0
"3815",2010,163,"FoliarFungicide","moss",0
"3816",2010,164,"SoilDrenchFungicide","C3",0
"3817",2010,164,"SoilDrenchFungicide","F",0
"3818",2010,164,"SoilDrenchFungicide","L",53.5
"3819",2010,164,"SoilDrenchFungicide","C4",0
"3820",2010,164,"SoilDrenchFungicide","W",0
"3821",2010,164,"SoilDrenchFungicide","moss_lichen",0
"3822",2010,164,"SoilDrenchFungicide","moss",0
"3823",2010,165,"Control","C3",0
"3824",2010,165,"Control","F",0
"3825",2010,165,"Control","L",161
"3826",2010,165,"Control","C4",0
"3827",2010,165,"Control","W",0
"3828",2010,165,"Control","moss_lichen",0
"3829",2010,165,"Control","moss",0
"3830",2010,166,"AllPesticides","C3",2.9
"3831",2010,166,"AllPesticides","F",8.1
"3832",2010,166,"AllPesticides","L",68.3
"3833",2010,166,"AllPesticides","C4",274.1
"3834",2010,166,"AllPesticides","W",0
"3835",2010,166,"AllPesticides","moss_lichen",0
"3836",2010,166,"AllPesticides","moss",0
"3837",2010,167,"Control","C3",0
"3838",2010,167,"Control","F",239.3
"3839",2010,167,"Control","L",71.3
"3840",2010,167,"Control","C4",274
"3841",2010,167,"Control","W",0
"3842",2010,167,"Control","moss_lichen",0
"3843",2010,167,"Control","moss",0
"3844",2010,168,"FoliarFungicide","C3",1.8
"3845",2010,168,"FoliarFungicide","F",40
"3846",2010,168,"FoliarFungicide","L",57.1
"3847",2010,168,"FoliarFungicide","C4",103.6
"3848",2010,168,"FoliarFungicide","W",0
"3849",2010,168,"FoliarFungicide","moss_lichen",0
"3850",2010,168,"FoliarFungicide","moss",0
"3851",2010,169,"SoilDrenchFungicide","C3",62.9
"3852",2010,169,"SoilDrenchFungicide","F",42.7
"3853",2010,169,"SoilDrenchFungicide","L",121.1
"3854",2010,169,"SoilDrenchFungicide","C4",224.9
"3855",2010,169,"SoilDrenchFungicide","W",0
"3856",2010,169,"SoilDrenchFungicide","moss_lichen",0
"3857",2010,169,"SoilDrenchFungicide","moss",0
"3858",2010,170,"Insecticide","C3",45
"3859",2010,170,"Insecticide","F",1.2
"3860",2010,170,"Insecticide","L",91.4
"3861",2010,170,"Insecticide","C4",334
"3862",2010,170,"Insecticide","W",0
"3863",2010,170,"Insecticide","moss_lichen",0
"3864",2010,170,"Insecticide","moss",0
"3865",2010,171,"Insecticide","C3",78.8
"3866",2010,171,"Insecticide","F",18.5
"3867",2010,171,"Insecticide","L",239.8
"3868",2010,171,"Insecticide","C4",189.1
"3869",2010,171,"Insecticide","W",0
"3870",2010,171,"Insecticide","moss_lichen",0
"3871",2010,171,"Insecticide","moss",0
"3872",2010,172,"Control","C3",47.2
"3873",2010,172,"Control","F",1.4
"3874",2010,172,"Control","L",62.5
"3875",2010,172,"Control","C4",182.8
"3876",2010,172,"Control","W",0
"3877",2010,172,"Control","moss_lichen",0
"3878",2010,172,"Control","moss",0
"3879",2010,173,"AllPesticides","C3",32.7
"3880",2010,173,"AllPesticides","F",0
"3881",2010,173,"AllPesticides","L",34
"3882",2010,173,"AllPesticides","C4",148
"3883",2010,173,"AllPesticides","W",0
"3884",2010,173,"AllPesticides","moss_lichen",0
"3885",2010,173,"AllPesticides","moss",0
"3886",2010,174,"SoilDrenchFungicide","C3",34.4
"3887",2010,174,"SoilDrenchFungicide","F",0
"3888",2010,174,"SoilDrenchFungicide","L",26.5
"3889",2010,174,"SoilDrenchFungicide","C4",85.9
"3890",2010,174,"SoilDrenchFungicide","W",0
"3891",2010,174,"SoilDrenchFungicide","moss_lichen",0
"3892",2010,174,"SoilDrenchFungicide","moss",0
"3893",2010,175,"FoliarFungicide","C3",26.9
"3894",2010,175,"FoliarFungicide","F",0
"3895",2010,175,"FoliarFungicide","L",135.6
"3896",2010,175,"FoliarFungicide","C4",254.3
"3897",2010,175,"FoliarFungicide","W",0
"3898",2010,175,"FoliarFungicide","moss_lichen",0
"3899",2010,175,"FoliarFungicide","moss",0
"3900",2010,176,"Control","C3",27.1
"3901",2010,176,"Control","F",49
"3902",2010,176,"Control","L",119.1
"3903",2010,176,"Control","C4",21.9
"3904",2010,176,"Control","W",0
"3905",2010,176,"Control","moss_lichen",0
"3906",2010,176,"Control","moss",0
"3907",2010,177,"FoliarFungicide","C3",19.7
"3908",2010,177,"FoliarFungicide","F",35.1
"3909",2010,177,"FoliarFungicide","L",67.6
"3910",2010,177,"FoliarFungicide","C4",152.3
"3911",2010,177,"FoliarFungicide","W",0
"3912",2010,177,"FoliarFungicide","moss_lichen",0
"3913",2010,177,"FoliarFungicide","moss",0
"3914",2010,178,"SoilDrenchFungicide","C3",21.4
"3915",2010,178,"SoilDrenchFungicide","F",0.3
"3916",2010,178,"SoilDrenchFungicide","L",121.6
"3917",2010,178,"SoilDrenchFungicide","C4",29.8
"3918",2010,178,"SoilDrenchFungicide","W",0
"3919",2010,178,"SoilDrenchFungicide","moss_lichen",0
"3920",2010,178,"SoilDrenchFungicide","moss",0
"3921",2010,179,"Insecticide","C3",19.7
"3922",2010,179,"Insecticide","F",71.9
"3923",2010,179,"Insecticide","L",70.2
"3924",2010,179,"Insecticide","C4",139.3
"3925",2010,179,"Insecticide","W",0
"3926",2010,179,"Insecticide","moss_lichen",0
"3927",2010,179,"Insecticide","moss",0
"3928",2010,180,"AllPesticides","C3",25.9
"3929",2010,180,"AllPesticides","F",119
"3930",2010,180,"AllPesticides","L",76.3
"3931",2010,180,"AllPesticides","C4",72.8
"3932",2010,180,"AllPesticides","W",0
"3933",2010,180,"AllPesticides","moss_lichen",0
"3934",2010,180,"AllPesticides","moss",0
"3935",2010,183,"AllPesticides","C3",0
"3936",2010,183,"AllPesticides","F",43.2
"3937",2010,183,"AllPesticides","L",0
"3938",2010,183,"AllPesticides","C4",0
"3939",2010,183,"AllPesticides","W",0
"3940",2010,183,"AllPesticides","moss_lichen",0
"3941",2010,183,"AllPesticides","moss",0
"3942",2010,184,"Control","C3",0
"3943",2010,184,"Control","F",9.9
"3944",2010,184,"Control","L",0
"3945",2010,184,"Control","C4",0
"3946",2010,184,"Control","W",0
"3947",2010,184,"Control","moss_lichen",0
"3948",2010,184,"Control","moss",0
"3949",2010,186,"Insecticide","C3",89
"3950",2010,186,"Insecticide","F",0
"3951",2010,186,"Insecticide","L",177.8
"3952",2010,186,"Insecticide","C4",12.9
"3953",2010,186,"Insecticide","W",0
"3954",2010,186,"Insecticide","moss_lichen",0
"3955",2010,186,"Insecticide","moss",0
"3956",2010,187,"FoliarFungicide","C3",56
"3957",2010,187,"FoliarFungicide","F",160
"3958",2010,187,"FoliarFungicide","L",172.6
"3959",2010,187,"FoliarFungicide","C4",5.7
"3960",2010,187,"FoliarFungicide","W",0
"3961",2010,187,"FoliarFungicide","moss_lichen",0
"3962",2010,187,"FoliarFungicide","moss",0
"3963",2010,188,"AllPesticides","C3",60.8
"3964",2010,188,"AllPesticides","F",0
"3965",2010,188,"AllPesticides","L",67.7
"3966",2010,188,"AllPesticides","C4",1.1
"3967",2010,188,"AllPesticides","W",0
"3968",2010,188,"AllPesticides","moss_lichen",0
"3969",2010,188,"AllPesticides","moss",0
"3970",2010,189,"SoilDrenchFungicide","C3",57.3
"3971",2010,189,"SoilDrenchFungicide","F",0
"3972",2010,189,"SoilDrenchFungicide","L",103.5
"3973",2010,189,"SoilDrenchFungicide","C4",11.6
"3974",2010,189,"SoilDrenchFungicide","W",0
"3975",2010,189,"SoilDrenchFungicide","moss_lichen",0
"3976",2010,189,"SoilDrenchFungicide","moss",0
"3977",2010,190,"Control","C3",60.8
"3978",2010,190,"Control","F",0
"3979",2010,190,"Control","L",111.1
"3980",2010,190,"Control","C4",21.5
"3981",2010,190,"Control","W",0
"3982",2010,190,"Control","moss_lichen",0
"3983",2010,190,"Control","moss",0
"3984",2010,191,"FoliarFungicide","C3",36.2
"3985",2010,191,"FoliarFungicide","F",117
"3986",2010,191,"FoliarFungicide","L",258
"3987",2010,191,"FoliarFungicide","C4",116.9
"3988",2010,191,"FoliarFungicide","W",0
"3989",2010,191,"FoliarFungicide","moss_lichen",0
"3990",2010,191,"FoliarFungicide","moss",0
"3991",2010,192,"SoilDrenchFungicide","C3",25.5
"3992",2010,192,"SoilDrenchFungicide","F",0
"3993",2010,192,"SoilDrenchFungicide","L",91.6
"3994",2010,192,"SoilDrenchFungicide","C4",107.5
"3995",2010,192,"SoilDrenchFungicide","W",0
"3996",2010,192,"SoilDrenchFungicide","moss_lichen",0
"3997",2010,192,"SoilDrenchFungicide","moss",0
"3998",2010,193,"Control","C3",51.5
"3999",2010,193,"Control","F",4
"4000",2010,193,"Control","L",125.8
"4001",2010,193,"Control","C4",219.4
"4002",2010,193,"Control","W",0
"4003",2010,193,"Control","moss_lichen",0
"4004",2010,193,"Control","moss",0
"4005",2010,194,"AllPesticides","C3",27.3
"4006",2010,194,"AllPesticides","F",3.9
"4007",2010,194,"AllPesticides","L",37.2
"4008",2010,194,"AllPesticides","C4",26.2
"4009",2010,194,"AllPesticides","W",0
"4010",2010,194,"AllPesticides","moss_lichen",0
"4011",2010,194,"AllPesticides","moss",0
"4012",2010,195,"Insecticide","C3",35.6
"4013",2010,195,"Insecticide","F",41.2
"4014",2010,195,"Insecticide","L",122
"4015",2010,195,"Insecticide","C4",124.5
"4016",2010,195,"Insecticide","W",0
"4017",2010,195,"Insecticide","moss_lichen",0
"4018",2010,195,"Insecticide","moss",0
"4019",2010,201,"FoliarFungicide","C3",0
"4020",2010,201,"FoliarFungicide","F",139.9
"4021",2010,201,"FoliarFungicide","L",0
"4022",2010,201,"FoliarFungicide","C4",0
"4023",2010,201,"FoliarFungicide","W",0
"4024",2010,201,"FoliarFungicide","moss_lichen",0
"4025",2010,201,"FoliarFungicide","moss",0
"4026",2010,202,"AllPesticides","C3",0
"4027",2010,202,"AllPesticides","F",20.3
"4028",2010,202,"AllPesticides","L",0
"4029",2010,202,"AllPesticides","C4",0
"4030",2010,202,"AllPesticides","W",0
"4031",2010,202,"AllPesticides","moss_lichen",0
"4032",2010,202,"AllPesticides","moss",0
"4033",2010,203,"Control","C3",0
"4034",2010,203,"Control","F",79.1
"4035",2010,203,"Control","L",0
"4036",2010,203,"Control","C4",0
"4037",2010,203,"Control","W",0
"4038",2010,203,"Control","moss_lichen",0
"4039",2010,203,"Control","moss",0
"4040",2010,204,"SoilDrenchFungicide","C3",0
"4041",2010,204,"SoilDrenchFungicide","F",436.1
"4042",2010,204,"SoilDrenchFungicide","L",0
"4043",2010,204,"SoilDrenchFungicide","C4",0
"4044",2010,204,"SoilDrenchFungicide","W",0
"4045",2010,204,"SoilDrenchFungicide","moss_lichen",0
"4046",2010,204,"SoilDrenchFungicide","moss",0
"4047",2010,205,"Insecticide","C3",0
"4048",2010,205,"Insecticide","F",71.7
"4049",2010,205,"Insecticide","L",0
"4050",2010,205,"Insecticide","C4",0
"4051",2010,205,"Insecticide","W",0
"4052",2010,205,"Insecticide","moss_lichen",0
"4053",2010,205,"Insecticide","moss",0
"4054",2011,1,"AllPesticides","C3",0
"4055",2011,1,"AllPesticides","F",0
"4056",2011,1,"AllPesticides","L",328.5
"4057",2011,1,"AllPesticides","C4",0
"4058",2011,1,"AllPesticides","W",0
"4059",2011,1,"AllPesticides","moss_lichen",0
"4060",2011,1,"AllPesticides","moss",0
"4061",2011,2,"Insecticide","C3",0
"4062",2011,2,"Insecticide","F",0
"4063",2011,2,"Insecticide","L",80.6
"4064",2011,2,"Insecticide","C4",0
"4065",2011,2,"Insecticide","W",0
"4066",2011,2,"Insecticide","moss_lichen",0
"4067",2011,2,"Insecticide","moss",0
"4068",2011,3,"Control","C3",0
"4069",2011,3,"Control","F",0
"4070",2011,3,"Control","L",130.4
"4071",2011,3,"Control","C4",0
"4072",2011,3,"Control","W",0
"4073",2011,3,"Control","moss_lichen",0
"4074",2011,3,"Control","moss",0
"4075",2011,4,"SoilDrenchFungicide","C3",0
"4076",2011,4,"SoilDrenchFungicide","F",0
"4077",2011,4,"SoilDrenchFungicide","L",145.7
"4078",2011,4,"SoilDrenchFungicide","C4",0
"4079",2011,4,"SoilDrenchFungicide","W",0
"4080",2011,4,"SoilDrenchFungicide","moss_lichen",0
"4081",2011,4,"SoilDrenchFungicide","moss",0
"4082",2011,5,"FoliarFungicide","C3",0
"4083",2011,5,"FoliarFungicide","F",0
"4084",2011,5,"FoliarFungicide","L",473.7
"4085",2011,5,"FoliarFungicide","C4",0
"4086",2011,5,"FoliarFungicide","W",0
"4087",2011,5,"FoliarFungicide","moss_lichen",0
"4088",2011,5,"FoliarFungicide","moss",0
"4089",2011,6,"FoliarFungicide","C3",86.4
"4090",2011,6,"FoliarFungicide","F",29.9
"4091",2011,6,"FoliarFungicide","L",190.6
"4092",2011,6,"FoliarFungicide","C4",16.1
"4093",2011,6,"FoliarFungicide","W",0
"4094",2011,6,"FoliarFungicide","moss_lichen",0
"4095",2011,6,"FoliarFungicide","moss",0
"4096",2011,7,"Insecticide","C3",18.7
"4097",2011,7,"Insecticide","F",109.7
"4098",2011,7,"Insecticide","L",285.8
"4099",2011,7,"Insecticide","C4",150.2
"4100",2011,7,"Insecticide","W",0
"4101",2011,7,"Insecticide","moss_lichen",0
"4102",2011,7,"Insecticide","moss",0
"4103",2011,8,"AllPesticides","C3",91.7
"4104",2011,8,"AllPesticides","F",11.7
"4105",2011,8,"AllPesticides","L",291.3
"4106",2011,8,"AllPesticides","C4",14.6
"4107",2011,8,"AllPesticides","W",0
"4108",2011,8,"AllPesticides","moss_lichen",0
"4109",2011,8,"AllPesticides","moss",0
"4110",2011,9,"Control","C3",21.5
"4111",2011,9,"Control","F",12.8
"4112",2011,9,"Control","L",116
"4113",2011,9,"Control","C4",40.7
"4114",2011,9,"Control","W",0
"4115",2011,9,"Control","moss_lichen",0
"4116",2011,9,"Control","moss",0
"4117",2011,10,"SoilDrenchFungicide","C3",32.1
"4118",2011,10,"SoilDrenchFungicide","F",81.8
"4119",2011,10,"SoilDrenchFungicide","L",213.1
"4120",2011,10,"SoilDrenchFungicide","C4",42.6
"4121",2011,10,"SoilDrenchFungicide","W",0
"4122",2011,10,"SoilDrenchFungicide","moss_lichen",0
"4123",2011,10,"SoilDrenchFungicide","moss",0
"4124",2011,11,"SoilDrenchFungicide","C3",0
"4125",2011,11,"SoilDrenchFungicide","F",14.6
"4126",2011,11,"SoilDrenchFungicide","L",0
"4127",2011,11,"SoilDrenchFungicide","C4",0
"4128",2011,11,"SoilDrenchFungicide","W",0
"4129",2011,11,"SoilDrenchFungicide","moss_lichen",0
"4130",2011,11,"SoilDrenchFungicide","moss",0
"4131",2011,12,"AllPesticides","C3",0
"4132",2011,12,"AllPesticides","F",173
"4133",2011,12,"AllPesticides","L",0
"4134",2011,12,"AllPesticides","C4",0
"4135",2011,12,"AllPesticides","W",0
"4136",2011,12,"AllPesticides","moss_lichen",0
"4137",2011,12,"AllPesticides","moss",0
"4138",2011,14,"Insecticide","C3",0
"4139",2011,14,"Insecticide","F",38
"4140",2011,14,"Insecticide","L",0
"4141",2011,14,"Insecticide","C4",0
"4142",2011,14,"Insecticide","W",0
"4143",2011,14,"Insecticide","moss_lichen",0
"4144",2011,14,"Insecticide","moss",0
"4145",2011,15,"Control","C3",0
"4146",2011,15,"Control","F",0.1
"4147",2011,15,"Control","L",0
"4148",2011,15,"Control","C4",0
"4149",2011,15,"Control","W",0
"4150",2011,15,"Control","moss_lichen",0
"4151",2011,15,"Control","moss",0
"4152",2011,16,"FoliarFungicide","C3",59
"4153",2011,16,"FoliarFungicide","F",220.2
"4154",2011,16,"FoliarFungicide","L",139
"4155",2011,16,"FoliarFungicide","C4",29.7
"4156",2011,16,"FoliarFungicide","W",0
"4157",2011,16,"FoliarFungicide","moss_lichen",0
"4158",2011,16,"FoliarFungicide","moss",0
"4159",2011,17,"Control","C3",38.3
"4160",2011,17,"Control","F",4.2
"4161",2011,17,"Control","L",211.9
"4162",2011,17,"Control","C4",46.8
"4163",2011,17,"Control","W",0
"4164",2011,17,"Control","moss_lichen",0
"4165",2011,17,"Control","moss",0
"4166",2011,18,"SoilDrenchFungicide","C3",12.3
"4167",2011,18,"SoilDrenchFungicide","F",119.1
"4168",2011,18,"SoilDrenchFungicide","L",174.9
"4169",2011,18,"SoilDrenchFungicide","C4",82.5
"4170",2011,18,"SoilDrenchFungicide","W",0
"4171",2011,18,"SoilDrenchFungicide","moss_lichen",0
"4172",2011,18,"SoilDrenchFungicide","moss",0
"4173",2011,19,"Insecticide","C3",32.3
"4174",2011,19,"Insecticide","F",28.8
"4175",2011,19,"Insecticide","L",158.7
"4176",2011,19,"Insecticide","C4",185.2
"4177",2011,19,"Insecticide","W",0
"4178",2011,19,"Insecticide","moss_lichen",0
"4179",2011,19,"Insecticide","moss",0
"4180",2011,20,"AllPesticides","C3",86.8
"4181",2011,20,"AllPesticides","F",31.9
"4182",2011,20,"AllPesticides","L",249.1
"4183",2011,20,"AllPesticides","C4",196.2
"4184",2011,20,"AllPesticides","W",0
"4185",2011,20,"AllPesticides","moss_lichen",0
"4186",2011,20,"AllPesticides","moss",0
"4187",2011,21,"FoliarFungicide","C3",55.1
"4188",2011,21,"FoliarFungicide","F",118.2
"4189",2011,21,"FoliarFungicide","L",446.7
"4190",2011,21,"FoliarFungicide","C4",92.6
"4191",2011,21,"FoliarFungicide","W",0
"4192",2011,21,"FoliarFungicide","moss_lichen",0
"4193",2011,21,"FoliarFungicide","moss",0
"4194",2011,22,"SoilDrenchFungicide","C3",39.1
"4195",2011,22,"SoilDrenchFungicide","F",30.6
"4196",2011,22,"SoilDrenchFungicide","L",69.3
"4197",2011,22,"SoilDrenchFungicide","C4",243.2
"4198",2011,22,"SoilDrenchFungicide","W",0
"4199",2011,22,"SoilDrenchFungicide","moss_lichen",0
"4200",2011,22,"SoilDrenchFungicide","moss",0
"4201",2011,23,"AllPesticides","C3",100
"4202",2011,23,"AllPesticides","F",47.6
"4203",2011,23,"AllPesticides","L",362.5
"4204",2011,23,"AllPesticides","C4",73.1
"4205",2011,23,"AllPesticides","W",0
"4206",2011,23,"AllPesticides","moss_lichen",0
"4207",2011,23,"AllPesticides","moss",0
"4208",2011,24,"Control","C3",60.5
"4209",2011,24,"Control","F",16.8
"4210",2011,24,"Control","L",180.4
"4211",2011,24,"Control","C4",147.5
"4212",2011,24,"Control","W",0
"4213",2011,24,"Control","moss_lichen",0
"4214",2011,24,"Control","moss",0
"4215",2011,25,"Insecticide","C3",31.1
"4216",2011,25,"Insecticide","F",0
"4217",2011,25,"Insecticide","L",103.7
"4218",2011,25,"Insecticide","C4",72.7
"4219",2011,25,"Insecticide","W",0
"4220",2011,25,"Insecticide","moss_lichen",0
"4221",2011,25,"Insecticide","moss",0
"4222",2011,26,"AllPesticides","C3",0
"4223",2011,26,"AllPesticides","F",0
"4224",2011,26,"AllPesticides","L",183.3
"4225",2011,26,"AllPesticides","C4",0
"4226",2011,26,"AllPesticides","W",0
"4227",2011,26,"AllPesticides","moss_lichen",0
"4228",2011,26,"AllPesticides","moss",0
"4229",2011,27,"SoilDrenchFungicide","C3",0
"4230",2011,27,"SoilDrenchFungicide","F",0
"4231",2011,27,"SoilDrenchFungicide","L",125.8
"4232",2011,27,"SoilDrenchFungicide","C4",0
"4233",2011,27,"SoilDrenchFungicide","W",0
"4234",2011,27,"SoilDrenchFungicide","moss_lichen",0
"4235",2011,27,"SoilDrenchFungicide","moss",0
"4236",2011,28,"Insecticide","C3",0
"4237",2011,28,"Insecticide","F",0
"4238",2011,28,"Insecticide","L",30.9
"4239",2011,28,"Insecticide","C4",0
"4240",2011,28,"Insecticide","W",0
"4241",2011,28,"Insecticide","moss_lichen",0
"4242",2011,28,"Insecticide","moss",0
"4243",2011,29,"Control","C3",0
"4244",2011,29,"Control","F",0
"4245",2011,29,"Control","L",48.6
"4246",2011,29,"Control","C4",0
"4247",2011,29,"Control","W",0
"4248",2011,29,"Control","moss_lichen",0
"4249",2011,29,"Control","moss",0
"4250",2011,30,"FoliarFungicide","C3",0
"4251",2011,30,"FoliarFungicide","F",0
"4252",2011,30,"FoliarFungicide","L",146.6
"4253",2011,30,"FoliarFungicide","C4",0
"4254",2011,30,"FoliarFungicide","W",0
"4255",2011,30,"FoliarFungicide","moss_lichen",0
"4256",2011,30,"FoliarFungicide","moss",0
"4257",2011,31,"SoilDrenchFungicide","C3",0
"4258",2011,31,"SoilDrenchFungicide","F",151.7
"4259",2011,31,"SoilDrenchFungicide","L",177.7
"4260",2011,31,"SoilDrenchFungicide","C4",284.3
"4261",2011,31,"SoilDrenchFungicide","W",0
"4262",2011,31,"SoilDrenchFungicide","moss_lichen",0
"4263",2011,31,"SoilDrenchFungicide","moss",0
"4264",2011,32,"Control","C3",0
"4265",2011,32,"Control","F",13.9
"4266",2011,32,"Control","L",92
"4267",2011,32,"Control","C4",174.6
"4268",2011,32,"Control","W",0
"4269",2011,32,"Control","moss_lichen",0
"4270",2011,32,"Control","moss",0
"4271",2011,33,"FoliarFungicide","C3",0.1
"4272",2011,33,"FoliarFungicide","F",366.1
"4273",2011,33,"FoliarFungicide","L",171.8
"4274",2011,33,"FoliarFungicide","C4",127
"4275",2011,33,"FoliarFungicide","W",0
"4276",2011,33,"FoliarFungicide","moss_lichen",0
"4277",2011,33,"FoliarFungicide","moss",0
"4278",2011,34,"AllPesticides","C3",0
"4279",2011,34,"AllPesticides","F",245.8
"4280",2011,34,"AllPesticides","L",92.3
"4281",2011,34,"AllPesticides","C4",229.3
"4282",2011,34,"AllPesticides","W",0
"4283",2011,34,"AllPesticides","moss_lichen",0
"4284",2011,34,"AllPesticides","moss",0
"4285",2011,35,"Insecticide","C3",26.3
"4286",2011,35,"Insecticide","F",38.8
"4287",2011,35,"Insecticide","L",185.9
"4288",2011,35,"Insecticide","C4",178.1
"4289",2011,35,"Insecticide","W",0
"4290",2011,35,"Insecticide","moss_lichen",0
"4291",2011,35,"Insecticide","moss",0
"4292",2011,36,"AllPesticides","C3",69.1
"4293",2011,36,"AllPesticides","F",0
"4294",2011,36,"AllPesticides","L",275.6
"4295",2011,36,"AllPesticides","C4",174.6
"4296",2011,36,"AllPesticides","W",0
"4297",2011,36,"AllPesticides","moss_lichen",0
"4298",2011,36,"AllPesticides","moss",0
"4299",2011,37,"Control","C3",45.8
"4300",2011,37,"Control","F",0
"4301",2011,37,"Control","L",233.9
"4302",2011,37,"Control","C4",84.9
"4303",2011,37,"Control","W",0
"4304",2011,37,"Control","moss_lichen",0
"4305",2011,37,"Control","moss",0
"4306",2011,38,"SoilDrenchFungicide","C3",39.6
"4307",2011,38,"SoilDrenchFungicide","F",0
"4308",2011,38,"SoilDrenchFungicide","L",188.1
"4309",2011,38,"SoilDrenchFungicide","C4",255.7
"4310",2011,38,"SoilDrenchFungicide","W",0
"4311",2011,38,"SoilDrenchFungicide","moss_lichen",0
