"","Year","Plot","Treatment","Functional.group","Mass.g.m.2."
"11803",2016,153,"SoilDrenchFungicide","C3",3.58
"11804",2016,153,"SoilDrenchFungicide","F",0
"11805",2016,153,"SoilDrenchFungicide","L",18.93
"11806",2016,153,"SoilDrenchFungicide","C4",13.8
"11807",2016,153,"SoilDrenchFungicide","W",0
"11808",2016,153,"SoilDrenchFungicide","moss_lichen",0
"11809",2016,153,"SoilDrenchFungicide","moss",0
"11810",2016,154,"Control","C3",4.1
"11811",2016,154,"Control","F",0
"11812",2016,154,"Control","L",11.8
"11813",2016,154,"Control","C4",17.58
"11814",2016,154,"Control","W",0
"11815",2016,154,"Control","moss_lichen",0
"11816",2016,154,"Control","moss",0
"11817",2016,155,"Insecticide","C3",0.98
"11818",2016,155,"Insecticide","F",0
"11819",2016,155,"Insecticide","L",6.48
"11820",2016,155,"Insecticide","C4",34.65
"11821",2016,155,"Insecticide","W",0
"11822",2016,155,"Insecticide","moss_lichen",0
"11823",2016,155,"Insecticide","moss",0
"11824",2016,156,"AllPesticides","C3",0
"11825",2016,156,"AllPesticides","F",99.96
"11826",2016,156,"AllPesticides","L",0
"11827",2016,156,"AllPesticides","C4",0
"11828",2016,156,"AllPesticides","W",0
"11829",2016,156,"AllPesticides","moss_lichen",0
"11830",2016,156,"AllPesticides","moss",0
"11831",2016,157,"FoliarFungicide","C3",0
"11832",2016,157,"FoliarFungicide","F",12.11
"11833",2016,157,"FoliarFungicide","L",0
"11834",2016,157,"FoliarFungicide","C4",0
"11835",2016,157,"FoliarFungicide","W",0
"11836",2016,157,"FoliarFungicide","moss_lichen",0
"11837",2016,157,"FoliarFungicide","moss",0
"11838",2016,158,"Control","C3",0
"11839",2016,158,"Control","F",14.11
"11840",2016,158,"Control","L",0
"11841",2016,158,"Control","C4",0
"11842",2016,158,"Control","W",0
"11843",2016,158,"Control","moss_lichen",0
"11844",2016,158,"Control","moss",0
"11845",2016,159,"Insecticide","C3",0
"11846",2016,159,"Insecticide","F",5.89
"11847",2016,159,"Insecticide","L",0
"11848",2016,159,"Insecticide","C4",0
"11849",2016,159,"Insecticide","W",0
"11850",2016,159,"Insecticide","moss_lichen",0
"11851",2016,159,"Insecticide","moss",0
"11852",2016,160,"SoilDrenchFungicide","C3",0
"11853",2016,160,"SoilDrenchFungicide","F",1
"11854",2016,160,"SoilDrenchFungicide","L",0
"11855",2016,160,"SoilDrenchFungicide","C4",0
"11856",2016,160,"SoilDrenchFungicide","W",0
"11857",2016,160,"SoilDrenchFungicide","moss_lichen",0
"11858",2016,160,"SoilDrenchFungicide","moss",0
"11859",2016,161,"AllPesticides","C3",0
"11860",2016,161,"AllPesticides","F",0
"11861",2016,161,"AllPesticides","L",25.67
"11862",2016,161,"AllPesticides","C4",0
"11863",2016,161,"AllPesticides","W",0
"11864",2016,161,"AllPesticides","moss_lichen",0
"11865",2016,161,"AllPesticides","moss",0
"11866",2016,162,"Insecticide","C3",0
"11867",2016,162,"Insecticide","F",0
"11868",2016,162,"Insecticide","L",22.48
"11869",2016,162,"Insecticide","C4",0
"11870",2016,162,"Insecticide","W",0
"11871",2016,162,"Insecticide","moss_lichen",0
"11872",2016,162,"Insecticide","moss",0
"11873",2016,163,"FoliarFungicide","C3",0
"11874",2016,163,"FoliarFungicide","F",0
"11875",2016,163,"FoliarFungicide","L",14.03
"11876",2016,163,"FoliarFungicide","C4",0
"11877",2016,163,"FoliarFungicide","W",0
"11878",2016,163,"FoliarFungicide","moss_lichen",0
"11879",2016,163,"FoliarFungicide","moss",0
"11880",2016,164,"SoilDrenchFungicide","C3",0
"11881",2016,164,"SoilDrenchFungicide","F",0
"11882",2016,164,"SoilDrenchFungicide","L",5.67
"11883",2016,164,"SoilDrenchFungicide","C4",0
"11884",2016,164,"SoilDrenchFungicide","W",0
"11885",2016,164,"SoilDrenchFungicide","moss_lichen",0
"11886",2016,164,"SoilDrenchFungicide","moss",0
"11887",2016,165,"Control","C3",0
"11888",2016,165,"Control","F",0
"11889",2016,165,"Control","L",18.43
"11890",2016,165,"Control","C4",0
"11891",2016,165,"Control","W",0
"11892",2016,165,"Control","moss_lichen",0
"11893",2016,165,"Control","moss",0
"11894",2016,166,"AllPesticides","C3",5.22
"11895",2016,166,"AllPesticides","F",0.47
"11896",2016,166,"AllPesticides","L",91.07
"11897",2016,166,"AllPesticides","C4",72.25
"11898",2016,166,"AllPesticides","W",0
"11899",2016,166,"AllPesticides","moss_lichen",0
"11900",2016,166,"AllPesticides","moss",0
"11901",2016,167,"Control","C3",3.67
"11902",2016,167,"Control","F",3.62
"11903",2016,167,"Control","L",3.67
"11904",2016,167,"Control","C4",33.95
"11905",2016,167,"Control","W",0
"11906",2016,167,"Control","moss_lichen",0
"11907",2016,167,"Control","moss",0
"11908",2016,168,"FoliarFungicide","C3",3.53
"11909",2016,168,"FoliarFungicide","F",1.09
"11910",2016,168,"FoliarFungicide","L",7.88
"11911",2016,168,"FoliarFungicide","C4",28.81
"11912",2016,168,"FoliarFungicide","W",0
"11913",2016,168,"FoliarFungicide","moss_lichen",0
"11914",2016,168,"FoliarFungicide","moss",0
"11915",2016,169,"SoilDrenchFungicide","C3",4.2
"11916",2016,169,"SoilDrenchFungicide","F",11.25
"11917",2016,169,"SoilDrenchFungicide","L",6.16
"11918",2016,169,"SoilDrenchFungicide","C4",100.45
"11919",2016,169,"SoilDrenchFungicide","W",0
"11920",2016,169,"SoilDrenchFungicide","moss_lichen",0
"11921",2016,169,"SoilDrenchFungicide","moss",0
"11922",2016,170,"Insecticide","C3",0.83
"11923",2016,170,"Insecticide","F",0.18
"11924",2016,170,"Insecticide","L",1.78
"11925",2016,170,"Insecticide","C4",56.42
"11926",2016,170,"Insecticide","W",0
"11927",2016,170,"Insecticide","moss_lichen",0
"11928",2016,170,"Insecticide","moss",0
"11929",2016,171,"Insecticide","C3",2.55
"11930",2016,171,"Insecticide","F",5
"11931",2016,171,"Insecticide","L",4.77
"11932",2016,171,"Insecticide","C4",43.11
"11933",2016,171,"Insecticide","W",0
"11934",2016,171,"Insecticide","moss_lichen",0
"11935",2016,171,"Insecticide","moss",0
"11936",2016,172,"Control","C3",2.45
"11937",2016,172,"Control","F",62.43
"11938",2016,172,"Control","L",2.03
"11939",2016,172,"Control","C4",32.36
"11940",2016,172,"Control","W",0
"11941",2016,172,"Control","moss_lichen",0
"11942",2016,172,"Control","moss",0
"11943",2016,173,"AllPesticides","C3",2.11
"11944",2016,173,"AllPesticides","F",0
"11945",2016,173,"AllPesticides","L",6.1
"11946",2016,173,"AllPesticides","C4",48.82
"11947",2016,173,"AllPesticides","W",0
"11948",2016,173,"AllPesticides","moss_lichen",0
"11949",2016,173,"AllPesticides","moss",0
"11950",2016,174,"SoilDrenchFungicide","C3",5.95
"11951",2016,174,"SoilDrenchFungicide","F",10.32
"11952",2016,174,"SoilDrenchFungicide","L",1.48
"11953",2016,174,"SoilDrenchFungicide","C4",26.76
"11954",2016,174,"SoilDrenchFungicide","W",0
"11955",2016,174,"SoilDrenchFungicide","moss_lichen",0
"11956",2016,174,"SoilDrenchFungicide","moss",0
"11957",2016,175,"FoliarFungicide","C3",7.12
"11958",2016,175,"FoliarFungicide","F",0
"11959",2016,175,"FoliarFungicide","L",6.76
"11960",2016,175,"FoliarFungicide","C4",35.18
"11961",2016,175,"FoliarFungicide","W",0
"11962",2016,175,"FoliarFungicide","moss_lichen",0
"11963",2016,175,"FoliarFungicide","moss",0
"11964",2016,176,"Control","C3",2.22
"11965",2016,176,"Control","F",36.4
"11966",2016,176,"Control","L",4.8
"11967",2016,176,"Control","C4",13.8
"11968",2016,176,"Control","W",0
"11969",2016,176,"Control","moss_lichen",0
"11970",2016,176,"Control","moss",0
"11971",2016,177,"FoliarFungicide","C3",2.77
"11972",2016,177,"FoliarFungicide","F",22.01
"11973",2016,177,"FoliarFungicide","L",8.2
"11974",2016,177,"FoliarFungicide","C4",25.98
"11975",2016,177,"FoliarFungicide","W",0
"11976",2016,177,"FoliarFungicide","moss_lichen",0
"11977",2016,177,"FoliarFungicide","moss",0
"11978",2016,178,"SoilDrenchFungicide","C3",3.99
"11979",2016,178,"SoilDrenchFungicide","F",24.22
"11980",2016,178,"SoilDrenchFungicide","L",7.64
"11981",2016,178,"SoilDrenchFungicide","C4",13.51
"11982",2016,178,"SoilDrenchFungicide","W",0
"11983",2016,178,"SoilDrenchFungicide","moss_lichen",0
"11984",2016,178,"SoilDrenchFungicide","moss",0
"11985",2016,179,"Insecticide","C3",1.22
"11986",2016,179,"Insecticide","F",0.45
"11987",2016,179,"Insecticide","L",4.73
"11988",2016,179,"Insecticide","C4",25.45
"11989",2016,179,"Insecticide","W",0
"11990",2016,179,"Insecticide","moss_lichen",0
"11991",2016,179,"Insecticide","moss",0
"11992",2016,180,"AllPesticides","C3",2.92
"11993",2016,180,"AllPesticides","F",9.03
"11994",2016,180,"AllPesticides","L",2.72
"11995",2016,180,"AllPesticides","C4",30.53
"11996",2016,180,"AllPesticides","W",0
"11997",2016,180,"AllPesticides","moss_lichen",0
"11998",2016,180,"AllPesticides","moss",0
"11999",2016,181,"Insecticide","C3",0
"12000",2016,181,"Insecticide","F",2.28
"12001",2016,181,"Insecticide","L",0
"12002",2016,181,"Insecticide","C4",0
"12003",2016,181,"Insecticide","W",0
"12004",2016,181,"Insecticide","moss_lichen",0
"12005",2016,181,"Insecticide","moss",0
"12006",2016,182,"FoliarFungicide","C3",0
"12007",2016,182,"FoliarFungicide","F",0.13
"12008",2016,182,"FoliarFungicide","L",0
"12009",2016,182,"FoliarFungicide","C4",0
"12010",2016,182,"FoliarFungicide","W",0
"12011",2016,182,"FoliarFungicide","moss_lichen",0
"12012",2016,182,"FoliarFungicide","moss",0
"12013",2016,183,"AllPesticides","C3",0
"12014",2016,183,"AllPesticides","F",0.38
"12015",2016,183,"AllPesticides","L",0
"12016",2016,183,"AllPesticides","C4",0
"12017",2016,183,"AllPesticides","W",0
"12018",2016,183,"AllPesticides","moss_lichen",0
"12019",2016,183,"AllPesticides","moss",0
"12020",2016,184,"Control","C3",0
"12021",2016,184,"Control","F",0.02
"12022",2016,184,"Control","L",0
"12023",2016,184,"Control","C4",0
"12024",2016,184,"Control","W",0
"12025",2016,184,"Control","moss_lichen",0
"12026",2016,184,"Control","moss",0
"12027",2016,185,"SoilDrenchFungicide","C3",0
"12028",2016,185,"SoilDrenchFungicide","F",0.02
"12029",2016,185,"SoilDrenchFungicide","L",0
"12030",2016,185,"SoilDrenchFungicide","C4",0
"12031",2016,185,"SoilDrenchFungicide","W",0
"12032",2016,185,"SoilDrenchFungicide","moss_lichen",0
"12033",2016,185,"SoilDrenchFungicide","moss",0
"12034",2016,186,"Insecticide","C3",6.45
"12035",2016,186,"Insecticide","F",0
"12036",2016,186,"Insecticide","L",8.52
"12037",2016,186,"Insecticide","C4",10.42
"12038",2016,186,"Insecticide","W",0
"12039",2016,186,"Insecticide","moss_lichen",0
"12040",2016,186,"Insecticide","moss",0
"12041",2016,187,"FoliarFungicide","C3",0.25
"12042",2016,187,"FoliarFungicide","F",70.9
"12043",2016,187,"FoliarFungicide","L",14.83
"12044",2016,187,"FoliarFungicide","C4",1.92
"12045",2016,187,"FoliarFungicide","W",0
"12046",2016,187,"FoliarFungicide","moss_lichen",0
"12047",2016,187,"FoliarFungicide","moss",0
"12048",2016,188,"AllPesticides","C3",4.47
"12049",2016,188,"AllPesticides","F",55.3
"12050",2016,188,"AllPesticides","L",8.95
"12051",2016,188,"AllPesticides","C4",3.05
"12052",2016,188,"AllPesticides","W",0
"12053",2016,188,"AllPesticides","moss_lichen",0
"12054",2016,188,"AllPesticides","moss",0
"12055",2016,189,"SoilDrenchFungicide","C3",0.35
"12056",2016,189,"SoilDrenchFungicide","F",0
"12057",2016,189,"SoilDrenchFungicide","L",7.8
"12058",2016,189,"SoilDrenchFungicide","C4",7.03
"12059",2016,189,"SoilDrenchFungicide","W",0
"12060",2016,189,"SoilDrenchFungicide","moss_lichen",0
"12061",2016,189,"SoilDrenchFungicide","moss",0
"12062",2016,190,"Control","C3",1.42
"12063",2016,190,"Control","F",0.2
"12064",2016,190,"Control","L",14.8
"12065",2016,190,"Control","C4",3.37
"12066",2016,190,"Control","W",0
"12067",2016,190,"Control","moss_lichen",0
"12068",2016,190,"Control","moss",0
"12069",2016,191,"FoliarFungicide","C3",8.07
"12070",2016,191,"FoliarFungicide","F",4.61
"12071",2016,191,"FoliarFungicide","L",14.9
"12072",2016,191,"FoliarFungicide","C4",44.77
"12073",2016,191,"FoliarFungicide","W",0
"12074",2016,191,"FoliarFungicide","moss_lichen",0
"12075",2016,191,"FoliarFungicide","moss",0
"12076",2016,192,"SoilDrenchFungicide","C3",3.13
"12077",2016,192,"SoilDrenchFungicide","F",0
"12078",2016,192,"SoilDrenchFungicide","L",1.68
"12079",2016,192,"SoilDrenchFungicide","C4",45.77
"12080",2016,192,"SoilDrenchFungicide","W",0
"12081",2016,192,"SoilDrenchFungicide","moss_lichen",0
"12082",2016,192,"SoilDrenchFungicide","moss",0
"12083",2016,193,"Control","C3",4.15
"12084",2016,193,"Control","F",5.32
"12085",2016,193,"Control","L",1.47
"12086",2016,193,"Control","C4",38.55
"12087",2016,193,"Control","W",0
"12088",2016,193,"Control","moss_lichen",0
"12089",2016,193,"Control","moss",0
"12090",2016,194,"AllPesticides","C3",2.07
"12091",2016,194,"AllPesticides","F",46.52
"12092",2016,194,"AllPesticides","L",5.75
"12093",2016,194,"AllPesticides","C4",70.54
"12094",2016,194,"AllPesticides","W",0
"12095",2016,194,"AllPesticides","moss_lichen",0
"12096",2016,194,"AllPesticides","moss",0
"12097",2016,195,"Insecticide","C3",1.77
"12098",2016,195,"Insecticide","F",0
"12099",2016,195,"Insecticide","L",6.5
"12100",2016,195,"Insecticide","C4",42.58
"12101",2016,195,"Insecticide","W",0
"12102",2016,195,"Insecticide","moss_lichen",0
"12103",2016,195,"Insecticide","moss",0
"12104",2016,196,"SoilDrenchFungicide","C3",0
"12105",2016,196,"SoilDrenchFungicide","F",0
"12106",2016,196,"SoilDrenchFungicide","L",0
"12107",2016,196,"SoilDrenchFungicide","C4",0
"12108",2016,196,"SoilDrenchFungicide","W",0
"12109",2016,196,"SoilDrenchFungicide","moss_lichen",0
"12110",2016,196,"SoilDrenchFungicide","moss",0
"12111",2016,197,"Insecticide","C3",0
"12112",2016,197,"Insecticide","F",0
"12113",2016,197,"Insecticide","L",0
"12114",2016,197,"Insecticide","C4",0
"12115",2016,197,"Insecticide","W",0
"12116",2016,197,"Insecticide","moss_lichen",0
"12117",2016,197,"Insecticide","moss",0
"12118",2016,198,"AllPesticides","C3",0
"12119",2016,198,"AllPesticides","F",0
"12120",2016,198,"AllPesticides","L",0
"12121",2016,198,"AllPesticides","C4",0
"12122",2016,198,"AllPesticides","W",0
"12123",2016,198,"AllPesticides","moss_lichen",0
"12124",2016,198,"AllPesticides","moss",0
"12125",2016,199,"FoliarFungicide","C3",0
"12126",2016,199,"FoliarFungicide","F",0
"12127",2016,199,"FoliarFungicide","L",0
"12128",2016,199,"FoliarFungicide","C4",0
"12129",2016,199,"FoliarFungicide","W",0
"12130",2016,199,"FoliarFungicide","moss_lichen",0
"12131",2016,199,"FoliarFungicide","moss",0
"12132",2016,200,"Control","C3",0
"12133",2016,200,"Control","F",0
"12134",2016,200,"Control","L",0
"12135",2016,200,"Control","C4",0
"12136",2016,200,"Control","W",0
"12137",2016,200,"Control","moss_lichen",0
"12138",2016,200,"Control","moss",0
"12139",2016,201,"FoliarFungicide","C3",0
"12140",2016,201,"FoliarFungicide","F",19.77
"12141",2016,201,"FoliarFungicide","L",0
"12142",2016,201,"FoliarFungicide","C4",0
"12143",2016,201,"FoliarFungicide","W",0
"12144",2016,201,"FoliarFungicide","moss_lichen",0
"12145",2016,201,"FoliarFungicide","moss",0
"12146",2016,202,"AllPesticides","C3",0
"12147",2016,202,"AllPesticides","F",10.47
"12148",2016,202,"AllPesticides","L",0
"12149",2016,202,"AllPesticides","C4",0
"12150",2016,202,"AllPesticides","W",0
"12151",2016,202,"AllPesticides","moss_lichen",0
"12152",2016,202,"AllPesticides","moss",0
"12153",2016,203,"Control","C3",0
"12154",2016,203,"Control","F",7.08
"12155",2016,203,"Control","L",0
"12156",2016,203,"Control","C4",0
"12157",2016,203,"Control","W",0
"12158",2016,203,"Control","moss_lichen",0
"12159",2016,203,"Control","moss",0
"12160",2016,204,"SoilDrenchFungicide","C3",0
"12161",2016,204,"SoilDrenchFungicide","F",4.06
"12162",2016,204,"SoilDrenchFungicide","L",0
"12163",2016,204,"SoilDrenchFungicide","C4",0
"12164",2016,204,"SoilDrenchFungicide","W",0
"12165",2016,204,"SoilDrenchFungicide","moss_lichen",0
"12166",2016,204,"SoilDrenchFungicide","moss",0
"12167",2016,205,"Insecticide","C3",0
"12168",2016,205,"Insecticide","F",4.7
"12169",2016,205,"Insecticide","L",0
"12170",2016,205,"Insecticide","C4",0
"12171",2016,205,"Insecticide","W",0
"12172",2016,205,"Insecticide","moss_lichen",0
"12173",2016,205,"Insecticide","moss",0
"12174",2017,1,"AllPesticides","C3",0
"12175",2017,1,"AllPesticides","F",0
"12176",2017,1,"AllPesticides","L",26
"12177",2017,1,"AllPesticides","C4",0
"12178",2017,1,"AllPesticides","W",0
"12179",2017,1,"AllPesticides","moss_lichen",0
"12180",2017,1,"AllPesticides","moss",0
"12181",2017,2,"Insecticide","C3",0
"12182",2017,2,"Insecticide","F",0
"12183",2017,2,"Insecticide","L",35.2
"12184",2017,2,"Insecticide","C4",0
"12185",2017,2,"Insecticide","W",0
"12186",2017,2,"Insecticide","moss_lichen",0
"12187",2017,2,"Insecticide","moss",0
"12188",2017,3,"Control","C3",0
"12189",2017,3,"Control","F",0
"12190",2017,3,"Control","L",41.8
"12191",2017,3,"Control","C4",0
"12192",2017,3,"Control","W",0
"12193",2017,3,"Control","moss_lichen",0
"12194",2017,3,"Control","moss",0
"12195",2017,4,"SoilDrenchFungicide","C3",0
"12196",2017,4,"SoilDrenchFungicide","F",0
"12197",2017,4,"SoilDrenchFungicide","L",25.9
"12198",2017,4,"SoilDrenchFungicide","C4",0
"12199",2017,4,"SoilDrenchFungicide","W",0
"12200",2017,4,"SoilDrenchFungicide","moss_lichen",0
"12201",2017,4,"SoilDrenchFungicide","moss",0
"12202",2017,5,"FoliarFungicide","C3",0
"12203",2017,5,"FoliarFungicide","F",0
"12204",2017,5,"FoliarFungicide","L",47.1
"12205",2017,5,"FoliarFungicide","C4",0
"12206",2017,5,"FoliarFungicide","W",0
"12207",2017,5,"FoliarFungicide","moss_lichen",0
"12208",2017,5,"FoliarFungicide","moss",0
"12209",2017,6,"FoliarFungicide","C3",60.7
"12210",2017,6,"FoliarFungicide","F",7.54
"12211",2017,6,"FoliarFungicide","L",193.3
"12212",2017,6,"FoliarFungicide","C4",85.55
"12213",2017,6,"FoliarFungicide","W",0
"12214",2017,6,"FoliarFungicide","moss_lichen",0
"12215",2017,6,"FoliarFungicide","moss",0
"12216",2017,7,"Insecticide","C3",11.7
"12217",2017,7,"Insecticide","F",130
"12218",2017,7,"Insecticide","L",255.3
"12219",2017,7,"Insecticide","C4",143.6
"12220",2017,7,"Insecticide","W",0
"12221",2017,7,"Insecticide","moss_lichen",0
"12222",2017,7,"Insecticide","moss",0
"12223",2017,8,"AllPesticides","C3",69
"12224",2017,8,"AllPesticides","F",4.5
"12225",2017,8,"AllPesticides","L",182.3
"12226",2017,8,"AllPesticides","C4",8.6
"12227",2017,8,"AllPesticides","W",0
"12228",2017,8,"AllPesticides","moss_lichen",0
"12229",2017,8,"AllPesticides","moss",0
"12230",2017,9,"Control","C3",39.2
"12231",2017,9,"Control","F",6.32
"12232",2017,9,"Control","L",97
"12233",2017,9,"Control","C4",36.26
"12234",2017,9,"Control","W",0
"12235",2017,9,"Control","moss_lichen",0
"12236",2017,9,"Control","moss",0
"12237",2017,10,"SoilDrenchFungicide","C3",44.5
"12238",2017,10,"SoilDrenchFungicide","F",16.2
"12239",2017,10,"SoilDrenchFungicide","L",137.9
"12240",2017,10,"SoilDrenchFungicide","C4",24.7
"12241",2017,10,"SoilDrenchFungicide","W",0
"12242",2017,10,"SoilDrenchFungicide","moss_lichen",0
"12243",2017,10,"SoilDrenchFungicide","moss",0
"12244",2017,11,"SoilDrenchFungicide","C3",0
"12245",2017,11,"SoilDrenchFungicide","F",9.2
"12246",2017,11,"SoilDrenchFungicide","L",0
"12247",2017,11,"SoilDrenchFungicide","C4",0
"12248",2017,11,"SoilDrenchFungicide","W",0
"12249",2017,11,"SoilDrenchFungicide","moss_lichen",0
"12250",2017,11,"SoilDrenchFungicide","moss",0
"12251",2017,12,"AllPesticides","C3",0
"12252",2017,12,"AllPesticides","F",34.6
"12253",2017,12,"AllPesticides","L",0
"12254",2017,12,"AllPesticides","C4",0
"12255",2017,12,"AllPesticides","W",0
"12256",2017,12,"AllPesticides","moss_lichen",0
"12257",2017,12,"AllPesticides","moss",0
"12258",2017,14,"Insecticide","C3",0
"12259",2017,14,"Insecticide","F",26.8
"12260",2017,14,"Insecticide","L",0
"12261",2017,14,"Insecticide","C4",0
"12262",2017,14,"Insecticide","W",0
"12263",2017,14,"Insecticide","moss_lichen",0
"12264",2017,14,"Insecticide","moss",0
"12265",2017,15,"Control","C3",0
"12266",2017,15,"Control","F",2.9
"12267",2017,15,"Control","L",0
"12268",2017,15,"Control","C4",0
"12269",2017,15,"Control","W",0
"12270",2017,15,"Control","moss_lichen",0
"12271",2017,15,"Control","moss",0
"12272",2017,16,"FoliarFungicide","C3",88
"12273",2017,16,"FoliarFungicide","F",57.1
"12274",2017,16,"FoliarFungicide","L",119.85
"12275",2017,16,"FoliarFungicide","C4",236.6
"12276",2017,16,"FoliarFungicide","W",0
"12277",2017,16,"FoliarFungicide","moss_lichen",0
"12278",2017,16,"FoliarFungicide","moss",0
"12279",2017,17,"Control","C3",47.2
"12280",2017,17,"Control","F",63.8
"12281",2017,17,"Control","L",121.5
"12282",2017,17,"Control","C4",0
"12283",2017,17,"Control","W",0
"12284",2017,17,"Control","moss_lichen",0
"12285",2017,17,"Control","moss",0
"12286",2017,18,"SoilDrenchFungicide","C3",62.9
"12287",2017,18,"SoilDrenchFungicide","F",32.41
"12288",2017,18,"SoilDrenchFungicide","L",188.4
"12289",2017,18,"SoilDrenchFungicide","C4",13.4
"12290",2017,18,"SoilDrenchFungicide","W",0
"12291",2017,18,"SoilDrenchFungicide","moss_lichen",0
"12292",2017,18,"SoilDrenchFungicide","moss",0
"12293",2017,19,"Insecticide","C3",25.85
"12294",2017,19,"Insecticide","F",206.3
"12295",2017,19,"Insecticide","L",161.4
"12296",2017,19,"Insecticide","C4",91.9
"12297",2017,19,"Insecticide","W",0
"12298",2017,19,"Insecticide","moss_lichen",0
"12299",2017,19,"Insecticide","moss",0
"12300",2017,20,"AllPesticides","C3",24.5
"12301",2017,20,"AllPesticides","F",10.4
"12302",2017,20,"AllPesticides","L",170
"12303",2017,20,"AllPesticides","C4",177.5
"12304",2017,20,"AllPesticides","W",0
"12305",2017,20,"AllPesticides","moss_lichen",0
"12306",2017,20,"AllPesticides","moss",0
"12307",2017,21,"FoliarFungicide","C3",81.2
"12308",2017,21,"FoliarFungicide","F",6.1
"12309",2017,21,"FoliarFungicide","L",115.82
"12310",2017,21,"FoliarFungicide","C4",147.63
"12311",2017,21,"FoliarFungicide","W",0
"12312",2017,21,"FoliarFungicide","moss_lichen",0
"12313",2017,21,"FoliarFungicide","moss",0
"12314",2017,22,"SoilDrenchFungicide","C3",52.8
"12315",2017,22,"SoilDrenchFungicide","F",1.2
"12316",2017,22,"SoilDrenchFungicide","L",63.4
"12317",2017,22,"SoilDrenchFungicide","C4",162.6
"12318",2017,22,"SoilDrenchFungicide","W",0
"12319",2017,22,"SoilDrenchFungicide","moss_lichen",0
"12320",2017,22,"SoilDrenchFungicide","moss",0
"12321",2017,23,"AllPesticides","C3",27.2
"12322",2017,23,"AllPesticides","F",119.3
"12323",2017,23,"AllPesticides","L",234.1
"12324",2017,23,"AllPesticides","C4",92.2
"12325",2017,23,"AllPesticides","W",0
"12326",2017,23,"AllPesticides","moss_lichen",0
"12327",2017,23,"AllPesticides","moss",0
"12328",2017,24,"Control","C3",27.7
"12329",2017,24,"Control","F",3.4
"12330",2017,24,"Control","L",22
"12331",2017,24,"Control","C4",125.3
"12332",2017,24,"Control","W",0
"12333",2017,24,"Control","moss_lichen",0
"12334",2017,24,"Control","moss",0
"12335",2017,25,"Insecticide","C3",15.2
"12336",2017,25,"Insecticide","F",0
"12337",2017,25,"Insecticide","L",31.7
"12338",2017,25,"Insecticide","C4",129.3
"12339",2017,25,"Insecticide","W",0
"12340",2017,25,"Insecticide","moss_lichen",0
"12341",2017,25,"Insecticide","moss",0
"12342",2017,26,"AllPesticides","C3",0
"12343",2017,26,"AllPesticides","F",0
"12344",2017,26,"AllPesticides","L",45.4
"12345",2017,26,"AllPesticides","C4",0
"12346",2017,26,"AllPesticides","W",0
"12347",2017,26,"AllPesticides","moss_lichen",0
"12348",2017,26,"AllPesticides","moss",0
"12349",2017,28,"Insecticide","C3",0
"12350",2017,28,"Insecticide","F",0
"12351",2017,28,"Insecticide","L",34.8
"12352",2017,28,"Insecticide","C4",0
"12353",2017,28,"Insecticide","W",0
"12354",2017,28,"Insecticide","moss_lichen",0
"12355",2017,28,"Insecticide","moss",0
"12356",2017,29,"Control","C3",0
"12357",2017,29,"Control","F",0
"12358",2017,29,"Control","L",7.7
"12359",2017,29,"Control","C4",0
"12360",2017,29,"Control","W",0
"12361",2017,29,"Control","moss_lichen",0
"12362",2017,29,"Control","moss",0
"12363",2017,30,"FoliarFungicide","C3",0
"12364",2017,30,"FoliarFungicide","F",0
"12365",2017,30,"FoliarFungicide","L",151.2
"12366",2017,30,"FoliarFungicide","C4",0
"12367",2017,30,"FoliarFungicide","W",0
"12368",2017,30,"FoliarFungicide","moss_lichen",0
"12369",2017,30,"FoliarFungicide","moss",0
"12370",2017,31,"SoilDrenchFungicide","C3",31
"12371",2017,31,"SoilDrenchFungicide","F",1028.1
"12372",2017,31,"SoilDrenchFungicide","L",133.5
"12373",2017,31,"SoilDrenchFungicide","C4",156.6
"12374",2017,31,"SoilDrenchFungicide","W",0
"12375",2017,31,"SoilDrenchFungicide","moss_lichen",0
"12376",2017,31,"SoilDrenchFungicide","moss",0
"12377",2017,32,"Control","C3",1.5
"12378",2017,32,"Control","F",43.4
"12379",2017,32,"Control","L",113.04
"12380",2017,32,"Control","C4",108.97
"12381",2017,32,"Control","W",0
"12382",2017,32,"Control","moss_lichen",0
"12383",2017,32,"Control","moss",0
"12384",2017,33,"FoliarFungicide","C3",48.2
"12385",2017,33,"FoliarFungicide","F",124.34
"12386",2017,33,"FoliarFungicide","L",212.3
"12387",2017,33,"FoliarFungicide","C4",11.8
"12388",2017,33,"FoliarFungicide","W",0
"12389",2017,33,"FoliarFungicide","moss_lichen",0
"12390",2017,33,"FoliarFungicide","moss",0
"12391",2017,34,"AllPesticides","C3",20.6
"12392",2017,34,"AllPesticides","F",22.5
"12393",2017,34,"AllPesticides","L",102.4
"12394",2017,34,"AllPesticides","C4",134.4
"12395",2017,34,"AllPesticides","W",0
"12396",2017,34,"AllPesticides","moss_lichen",0
"12397",2017,34,"AllPesticides","moss",0
"12398",2017,35,"Insecticide","C3",40.7
"12399",2017,35,"Insecticide","F",324.6
"12400",2017,35,"Insecticide","L",254.22
"12401",2017,35,"Insecticide","C4",54.9
"12402",2017,35,"Insecticide","W",0
"12403",2017,35,"Insecticide","moss_lichen",0
"12404",2017,35,"Insecticide","moss",0
"12405",2017,36,"AllPesticides","C3",45.5
