"","Year","Plot","Subplot","Treatment","FertTrt","Species","Mass.g.m.2."
"2915",2014,17,"na","SoilDrenchFungicide","n","Liatris aspera",0.01
"2916",2014,17,"na","SoilDrenchFungicide","n","Miscellaneous litter",92.25
"2917",2014,17,"na","SoilDrenchFungicide","n","Panicum oligosanthes",1.45
"2918",2014,17,"na","SoilDrenchFungicide","n","Poa pratensis",5.85
"2919",2014,17,"na","SoilDrenchFungicide","n","Polygala polygama",0.2
"2920",2014,17,"na","SoilDrenchFungicide","n","Sisyrinchium campestre",0.4
"2921",2014,17,"na","SoilDrenchFungicide","n","Solidago rigida",0.85
"2922",2014,17,"na","SoilDrenchFungicide","n","Sorghastrum nutans",68.1
"2923",2014,17,"na","SoilDrenchFungicide","n","Tradescantia occidentalis",1.1
"2924",2014,18,"na","Fenced","n","Agrostis scabra",2.35
"2925",2014,18,"na","Fenced","n","Ambrosia artemisiifolia elatior",0.05
"2926",2014,18,"na","Fenced","n","Bouteloua gracilis",0.05
"2927",2014,18,"na","Fenced","n","Carex sp.",1.85
"2928",2014,18,"na","Fenced","n","Cyperus sp.",1.05
"2929",2014,18,"na","Fenced","n","Koeleria cristata",17.15
"2930",2014,18,"na","Fenced","n","Lespedeza capitata",1.4
"2931",2014,18,"na","Fenced","n","Liatris aspera",1.5
"2932",2014,18,"na","Fenced","n","Miscellaneous litter",105.45
"2933",2014,18,"na","Fenced","n","Panicum oligosanthes",5.15
"2934",2014,18,"na","Fenced","n","Poa pratensis",4.55
"2935",2014,18,"na","Fenced","n","Solidago gigantea",19.45
"2936",2014,18,"na","Fenced","n","Solidago nemoralis",18.55
"2937",2014,18,"na","Fenced","n","Sorghastrum nutans",70.65
"2938",2014,18,"na","Fenced","n","Viola pedatifida",0.75
"2939",2014,19,"na","Insecticide","n","Ambrosia artemisiifolia elatior",9.25
"2940",2014,19,"na","Insecticide","n","Anemone cylindrica",15.75
"2941",2014,19,"na","Insecticide","n","Aristida basiramea",1.45
"2942",2014,19,"na","Insecticide","n","Carex sp.",5.3
"2943",2014,19,"na","Insecticide","n","Cyperus sp.",0.4
"2944",2014,19,"na","Insecticide","n","Hypericum majus",3.35
"2945",2014,19,"na","Insecticide","n","Koeleria cristata",20.1
"2946",2014,19,"na","Insecticide","n","Lathyrus venosus",6.4
"2947",2014,19,"na","Insecticide","n","Lespedeza capitata",3.85
"2948",2014,19,"na","Insecticide","n","Miscellaneous litter",119
"2949",2014,19,"na","Insecticide","n","Panicum oligosanthes",2.15
"2950",2014,19,"na","Insecticide","n","Physalis virginiana",0.45
"2951",2014,19,"na","Insecticide","n","Poa pratensis",17.4
"2952",2014,19,"na","Insecticide","n","Rudbeckia serotina",4.05
"2953",2014,19,"na","Insecticide","n","Rumex acetosella",3.85
"2954",2014,19,"na","Insecticide","n","Sorghastrum nutans",37.75
"2955",2014,20,"na","SoilDrenchFungicide","n","Ambrosia coronopifolia",5.1
"2956",2014,20,"na","SoilDrenchFungicide","n","Anemone cylindrica",19.55
"2957",2014,20,"na","SoilDrenchFungicide","n","Carex sp.",33.35
"2958",2014,20,"na","SoilDrenchFungicide","n","Cyperus sp.",0.55
"2959",2014,20,"na","SoilDrenchFungicide","n","Helianthemum bicknellii",7.25
"2960",2014,20,"na","SoilDrenchFungicide","n","Hypericum majus",5.85
"2961",2014,20,"na","SoilDrenchFungicide","n","Koeleria cristata",1.75
"2962",2014,20,"na","SoilDrenchFungicide","n","Lespedeza capitata",1.1
"2963",2014,20,"na","SoilDrenchFungicide","n","Miscellaneous litter",147.5
"2964",2014,20,"na","SoilDrenchFungicide","n","Monarda fistulosa",14.6
"2965",2014,20,"na","SoilDrenchFungicide","n","Panicum oligosanthes",8.2
"2966",2014,20,"na","SoilDrenchFungicide","n","Panicum perlongum",0.9
"2967",2014,20,"na","SoilDrenchFungicide","n","Poa pratensis",27.7
"2968",2014,20,"na","SoilDrenchFungicide","n","Polygala polygama",2.15
"2969",2014,20,"na","SoilDrenchFungicide","n","Rudbeckia serotina",0.1
"2970",2014,20,"na","SoilDrenchFungicide","n","Rumex acetosella",0.15
"2971",2014,20,"na","SoilDrenchFungicide","n","Solidago nemoralis",0.9
"2972",2014,20,"na","SoilDrenchFungicide","n","Solidago rigida",2.35
"2973",2014,20,"na","SoilDrenchFungicide","n","Sorghastrum nutans",65.5
"2974",2014,20,"na","SoilDrenchFungicide","n","Viola pedatifida",2.6
"2975",2014,21,"na","Fenced","n","Agrostis scabra",11.3
"2976",2014,21,"na","Fenced","n","Ambrosia coronopifolia",6.8
"2977",2014,21,"na","Fenced","n","Anemone cylindrica",8.7
"2978",2014,21,"na","Fenced","n","Carex sp.",7.9
"2979",2014,21,"na","Fenced","n","Cyperus sp.",1.25
"2980",2014,21,"na","Fenced","n","Erigeron canadensis",0.015
"2981",2014,21,"na","Fenced","n","Koeleria cristata",19.75
"2982",2014,21,"na","Fenced","n","Lespedeza capitata",0.45
"2983",2014,21,"na","Fenced","n","Lithospermum caroliniense",0.2
"2984",2014,21,"na","Fenced","n","Miscellaneous litter",102.9
"2985",2014,21,"na","Fenced","n","Monarda fistulosa",1.85
"2986",2014,21,"na","Fenced","n","Panicum oligosanthes",1.15
"2987",2014,21,"na","Fenced","n","Poa pratensis",20.1
"2988",2014,21,"na","Fenced","n","Polygala polygama",0.35
"2989",2014,21,"na","Fenced","n","Rumex acetosella",6.3
"2990",2014,21,"na","Fenced","n","Sorghastrum nutans",81.95
"2991",2014,21,"na","Fenced","n","Viola pedatifida",1.75
"2992",2014,22,"na","FoliarFungicide","n","Ambrosia artemisiifolia elatior",1.05
"2993",2014,22,"na","FoliarFungicide","n","Anemone cylindrica",0.35
"2994",2014,22,"na","FoliarFungicide","n","Aster ericoides",6
"2995",2014,22,"na","FoliarFungicide","n","Carex sp.",0.35
"2996",2014,22,"na","FoliarFungicide","n","Cyperus sp.",1.25
"2997",2014,22,"na","FoliarFungicide","n","Koeleria cristata",19.4
"2998",2014,22,"na","FoliarFungicide","n","Lithospermum caroliniense",0.03
"2999",2014,22,"na","FoliarFungicide","n","Miscellaneous litter",91.1
"3000",2014,22,"na","FoliarFungicide","n","Panicum oligosanthes",0.7
"3001",2014,22,"na","FoliarFungicide","n","Poa pratensis",18.5
"3002",2014,22,"na","FoliarFungicide","n","Solidago missouriensis",8.25
"3003",2014,22,"na","FoliarFungicide","n","Solidago nemoralis",29.65
"3004",2014,22,"na","FoliarFungicide","n","Sorghastrum nutans",60.1
"3005",2014,22,"na","FoliarFungicide","n","Viola pedatifida",0.5
"3006",2014,23,"na","AllPesticides","n","Ambrosia coronopifolia",11.05
"3007",2014,23,"na","AllPesticides","n","Anemone cylindrica",9.55
"3008",2014,23,"na","AllPesticides","n","Aster azureus",5.3
"3009",2014,23,"na","AllPesticides","n","Carex sp.",27.1
"3010",2014,23,"na","AllPesticides","n","Eragrostis spectabilis",2.75
"3011",2014,23,"na","AllPesticides","n","Lathyrus venosus",1.65
"3012",2014,23,"na","AllPesticides","n","Lespedeza capitata",0.3
"3013",2014,23,"na","AllPesticides","n","Miscellaneous litter",175.95
"3014",2014,23,"na","AllPesticides","n","Monarda fistulosa",3
"3015",2014,23,"na","AllPesticides","n","Panicum oligosanthes",1.55
"3016",2014,23,"na","AllPesticides","n","Poa pratensis",17.55
"3017",2014,23,"na","AllPesticides","n","Rudbeckia serotina",13.8
"3018",2014,23,"na","AllPesticides","n","Rumex acetosella",3.2
"3019",2014,23,"na","AllPesticides","n","Solidago nemoralis",28.6
"3020",2014,23,"na","AllPesticides","n","Sorghastrum nutans",165.6
"3021",2014,23,"na","AllPesticides","n","Viola pedatifida",1.65
"3022",2014,24,"na","Control","n","Ambrosia coronopifolia",2.85
"3023",2014,24,"na","Control","n","Anemone cylindrica",29.05
"3024",2014,24,"na","Control","n","Carex sp.",9.5
"3025",2014,24,"na","Control","n","Lathyrus venosus",20.4
"3026",2014,24,"na","Control","n","Lespedeza capitata",0.015
"3027",2014,24,"na","Control","n","Liatris aspera",5.5
"3028",2014,24,"na","Control","n","Miscellaneous litter",270.8
"3029",2014,24,"na","Control","n","Monarda fistulosa",3.05
"3030",2014,24,"na","Control","n","Oxybaphus hirsutus",0.05
"3031",2014,24,"na","Control","n","Panicum oligosanthes",8.25
"3032",2014,24,"na","Control","n","Physalis virginiana",0.85
"3033",2014,24,"na","Control","n","Poa pratensis",32.3
"3034",2014,24,"na","Control","n","Rumex acetosella",0.75
"3035",2014,24,"na","Control","n","Solidago nemoralis",2.6
"3036",2014,24,"na","Control","n","Sorghastrum nutans",116.15
"3037",2014,24,"na","Control","n","Viola pedatifida",0.9
"3038",2014,25,"na","Fenced","n","Carex sp.",1.9
"3039",2014,25,"na","Fenced","n","Cyperus sp.",0.2
"3040",2014,25,"na","Fenced","n","Koeleria cristata",55.7
"3041",2014,25,"na","Fenced","n","Lespedeza capitata",5.95
"3042",2014,25,"na","Fenced","n","Miscellaneous litter",70.15
"3043",2014,25,"na","Fenced","n","Panicum perlongum",2.45
"3044",2014,25,"na","Fenced","n","Poa pratensis",5.05
"3045",2014,25,"na","Fenced","n","Rosa arkansana",4.7
"3046",2014,25,"na","Fenced","n","Sorghastrum nutans",37.5
"3047",2014,25,"na","Fenced","n","Viola pedatifida",1.95
"3048",2014,26,"na","FoliarFungicide","n","Carex sp.",0.8
"3049",2014,26,"na","FoliarFungicide","n","Cyperus sp.",1.3
"3050",2014,26,"na","FoliarFungicide","n","Hypericum majus",0.25
"3051",2014,26,"na","FoliarFungicide","n","Koeleria cristata",56.3
"3052",2014,26,"na","FoliarFungicide","n","Lespedeza capitata",176.35
"3053",2014,26,"na","FoliarFungicide","n","Lithospermum caroliniense",2.4
"3054",2014,26,"na","FoliarFungicide","n","Miscellaneous litter",198.4
"3055",2014,26,"na","FoliarFungicide","n","Panicum perlongum",0.25
"3056",2014,26,"na","FoliarFungicide","n","Poa pratensis",9.1
"3057",2014,26,"na","FoliarFungicide","n","Polygonum tenue",0.05
"3058",2014,26,"na","FoliarFungicide","n","Sorghastrum nutans",62.35
"3059",2014,27,"na","SoilDrenchFungicide","n","Aristida basiramea",0.2
"3060",2014,27,"na","SoilDrenchFungicide","n","Carex sp.",2
"3061",2014,27,"na","SoilDrenchFungicide","n","Cyperus sp.",2
"3062",2014,27,"na","SoilDrenchFungicide","n","Koeleria cristata",56.85
"3063",2014,27,"na","SoilDrenchFungicide","n","Lespedeza capitata",10.25
"3064",2014,27,"na","SoilDrenchFungicide","n","Liatris aspera",26.15
"3065",2014,27,"na","SoilDrenchFungicide","n","Miscellaneous litter",106.1
"3066",2014,27,"na","SoilDrenchFungicide","n","Panicum perlongum",4.5
"3067",2014,27,"na","SoilDrenchFungicide","n","Sorghastrum nutans",9.2
"3068",2014,28,"na","AllPesticides","n","Ambrosia coronopifolia",0.02
"3069",2014,28,"na","AllPesticides","n","Carex sp.",2.1
"3070",2014,28,"na","AllPesticides","n","Cyperus sp.",0.45
"3071",2014,28,"na","AllPesticides","n","Helianthemum bicknellii",11.85
"3072",2014,28,"na","AllPesticides","n","Koeleria cristata",68.65
"3073",2014,28,"na","AllPesticides","n","Lespedeza capitata",26.55
"3074",2014,28,"na","AllPesticides","n","Miscellaneous litter",76.85
"3075",2014,28,"na","AllPesticides","n","Poa pratensis",0.9
"3076",2014,28,"na","AllPesticides","n","Polygala polygama",0.3
"3077",2014,28,"na","AllPesticides","n","Solidago nemoralis",22.85
"3078",2014,28,"na","AllPesticides","n","Sorghastrum nutans",47.45
"3079",2014,29,"na","Control","n","Ambrosia coronopifolia",1.15
"3080",2014,29,"na","Control","n","Carex sp.",3.5
"3081",2014,29,"na","Control","n","Cyperus sp.",0.8
"3082",2014,29,"na","Control","n","Koeleria cristata",37.3
"3083",2014,29,"na","Control","n","Lespedeza capitata",2
"3084",2014,29,"na","Control","n","Miscellaneous litter",81.5
"3085",2014,29,"na","Control","n","Panicum perlongum",0.3
"3086",2014,29,"na","Control","n","Poa pratensis",1.85
"3087",2014,29,"na","Control","n","Polygonum tenue",0.025
"3088",2014,29,"na","Control","n","Solidago nemoralis",0.35
"3089",2014,29,"na","Control","n","Sorghastrum nutans",42.8
"3090",2014,30,"na","Insecticide","n","Ambrosia coronopifolia",0.2
"3091",2014,30,"na","Insecticide","n","Carex sp.",3.15
"3092",2014,30,"na","Insecticide","n","Cyperus sp.",0.3
"3093",2014,30,"na","Insecticide","n","Koeleria cristata",46.15
"3094",2014,30,"na","Insecticide","n","Lespedeza capitata",54.85
"3095",2014,30,"na","Insecticide","n","Lithospermum caroliniense",3.9
"3096",2014,30,"na","Insecticide","n","Miscellaneous litter",225.2
"3097",2014,30,"na","Insecticide","n","Panicum perlongum",1.6
"3098",2014,30,"na","Insecticide","n","Polygala polygama",0.55
"3099",2014,30,"na","Insecticide","n","Solidago rigida",0.25
"3100",2014,30,"na","Insecticide","n","Sorghastrum nutans",112.3
"3101",2014,31,"na","SoilDrenchFungicide","n","Agrostis scabra",4.95
"3102",2014,31,"na","SoilDrenchFungicide","n","Carex sp.",1.05
"3103",2014,31,"na","SoilDrenchFungicide","n","Cyperus sp.",1.25
"3104",2014,31,"na","SoilDrenchFungicide","n","Koeleria cristata",15.5
"3105",2014,31,"na","SoilDrenchFungicide","n","Lespedeza capitata",4.1
"3106",2014,31,"na","SoilDrenchFungicide","n","Miscellaneous litter",64.35
"3107",2014,31,"na","SoilDrenchFungicide","n","Poa pratensis",5.1
"3108",2014,31,"na","SoilDrenchFungicide","n","Sisyrinchium campestre",0.25
"3109",2014,31,"na","SoilDrenchFungicide","n","Sorghastrum nutans",37
"3110",2014,32,"na","Control","n","Ambrosia coronopifolia",0.75
"3111",2014,32,"na","Control","n","Carex sp.",0.5
"3112",2014,32,"na","Control","n","Cyperus sp.",1.6
"3113",2014,32,"na","Control","n","Koeleria cristata",23
"3114",2014,32,"na","Control","n","Miscellaneous litter",110
"3115",2014,32,"na","Control","n","Polygala polygama",0.05
"3116",2014,32,"na","Control","n","Solidago nemoralis",1.15
"3117",2014,32,"na","Control","n","Sorghastrum nutans",32.6
"3118",2014,33,"na","Fenced","n","Ambrosia coronopifolia",0.2
"3119",2014,33,"na","Fenced","n","Carex sp.",0.3
"3120",2014,33,"na","Fenced","n","Cyperus sp.",0.35
"3121",2014,33,"na","Fenced","n","Koeleria cristata",9.3
"3122",2014,33,"na","Fenced","n","Lespedeza capitata",83.15
"3123",2014,33,"na","Fenced","n","Miscellaneous litter",119
"3124",2014,33,"na","Fenced","n","Sorghastrum nutans",32.95
"3125",2014,34,"na","AllPesticides","n","Carex sp.",1.15
"3126",2014,34,"na","AllPesticides","n","Cyperus sp.",2.7
"3127",2014,34,"na","AllPesticides","n","Koeleria cristata",63.1
"3128",2014,34,"na","AllPesticides","n","Liatris aspera",1.5
"3129",2014,34,"na","AllPesticides","n","Miscellaneous litter",70.3
"3130",2014,34,"na","AllPesticides","n","Poa pratensis",6.4
"3131",2014,34,"na","AllPesticides","n","Rosa arkansana",27.05
"3132",2014,34,"na","AllPesticides","n","Sorghastrum nutans",26.7
"3133",2014,35,"na","Insecticide","n","Carex sp.",0.25
"3134",2014,35,"na","Insecticide","n","Cyperus sp.",0.3
"3135",2014,35,"na","Insecticide","n","Koeleria cristata",10.95
"3136",2014,35,"na","Insecticide","n","Liatris aspera",16.85
"3137",2014,35,"na","Insecticide","n","Miscellaneous litter",44.6
"3138",2014,35,"na","Insecticide","n","Oenothera biennis",2.35
"3139",2014,35,"na","Insecticide","n","Polygala polygama",2.6
"3140",2014,35,"na","Insecticide","n","Rosa arkansana",28.4
"3141",2014,35,"na","Insecticide","n","Solidago rigida",0.1
"3142",2014,35,"na","Insecticide","n","Sorghastrum nutans",33.5
"3143",2014,36,"na","FoliarFungicide","n","Ambrosia coronopifolia",2.1
"3144",2014,36,"na","FoliarFungicide","n","Carex sp.",2.9
"3145",2014,36,"na","FoliarFungicide","n","Cyperus sp.",1.6
"3146",2014,36,"na","FoliarFungicide","n","Koeleria cristata",25.25
"3147",2014,36,"na","FoliarFungicide","n","Lespedeza capitata",0.55
"3148",2014,36,"na","FoliarFungicide","n","Miscellaneous litter",43.25
"3149",2014,36,"na","FoliarFungicide","n","Physalis virginiana",0.4
"3150",2014,36,"na","FoliarFungicide","n","Polygala polygama",1.5
"3151",2014,36,"na","FoliarFungicide","n","Sorghastrum nutans",24.9
"3152",2014,37,"na","Control","n","Ambrosia coronopifolia",3.8
"3153",2014,37,"na","Control","n","Cyperus sp.",1.7
"3154",2014,37,"na","Control","n","Koeleria cristata",34.85
"3155",2014,37,"na","Control","n","Lespedeza capitata",2.05
"3156",2014,37,"na","Control","n","Liatris aspera",0.8
"3157",2014,37,"na","Control","n","Miscellaneous litter",124.45
"3158",2014,37,"na","Control","n","Poa pratensis",0.35
"3159",2014,37,"na","Control","n","Sorghastrum nutans",41.05
"3160",2014,38,"na","Fenced","n","Carex sp.",2.7
"3161",2014,38,"na","Fenced","n","Cyperus sp.",1.7
"3162",2014,38,"na","Fenced","n","Koeleria cristata",8.7
"3163",2014,38,"na","Fenced","n","Lespedeza capitata",31.85
"3164",2014,38,"na","Fenced","n","Liatris aspera",0.5
"3165",2014,38,"na","Fenced","n","Lithospermum caroliniense",3
"3166",2014,38,"na","Fenced","n","Miscellaneous litter",148.85
"3167",2014,38,"na","Fenced","n","Panicum oligosanthes",0.05
"3168",2014,38,"na","Fenced","n","Poa pratensis",19.65
"3169",2014,38,"na","Fenced","n","Polygonum tenue",0.05
"3170",2014,38,"na","Fenced","n","Solidago rigida",4.6
"3171",2014,38,"na","Fenced","n","Sorghastrum nutans",49.75
"3172",2014,38,"na","Fenced","n","Tradescantia occidentalis",0.025
"3173",2014,38,"na","Fenced","n","Viola pedatifida",2.7
"3174",2014,39,"na","FoliarFungicide","n","Ambrosia coronopifolia",3.55
"3175",2014,39,"na","FoliarFungicide","n","Carex sp.",6.2
"3176",2014,39,"na","FoliarFungicide","n","Cyperus sp.",1.85
"3177",2014,39,"na","FoliarFungicide","n","Koeleria cristata",26.35
"3178",2014,39,"na","FoliarFungicide","n","Lespedeza capitata",13.6
"3179",2014,39,"na","FoliarFungicide","n","Liatris aspera",21.4
"3180",2014,39,"na","FoliarFungicide","n","Miscellaneous litter",71.5
"3181",2014,39,"na","FoliarFungicide","n","Panicum praecocious",0.15
"3182",2014,39,"na","FoliarFungicide","n","Physalis virginiana",0.35
"3183",2014,39,"na","FoliarFungicide","n","Poa pratensis",5.25
"3184",2014,39,"na","FoliarFungicide","n","Solidago nemoralis",45.9
"3185",2014,39,"na","FoliarFungicide","n","Sorghastrum nutans",42.4
"3186",2014,39,"na","FoliarFungicide","n","Tradescantia occidentalis",0.025
"3187",2014,40,"na","Insecticide","n","Ambrosia coronopifolia",5.8
"3188",2014,40,"na","Insecticide","n","Cyperus sp.",2
"3189",2014,40,"na","Insecticide","n","Koeleria cristata",43.4
"3190",2014,40,"na","Insecticide","n","Lespedeza capitata",14.4
"3191",2014,40,"na","Insecticide","n","Miscellaneous litter",42.25
"3192",2014,40,"na","Insecticide","n","Polygonum tenue",0.02
"3193",2014,40,"na","Insecticide","n","Solidago rigida",2.05
"3194",2014,40,"na","Insecticide","n","Sorghastrum nutans",19.95
"3195",2014,41,"na","AllPesticides","n","Ambrosia coronopifolia",1.35
"3196",2014,41,"na","AllPesticides","n","Carex sp.",0.05
"3197",2014,41,"na","AllPesticides","n","Cyperus sp.",0.15
"3198",2014,41,"na","AllPesticides","n","Koeleria cristata",11.7
"3199",2014,41,"na","AllPesticides","n","Lespedeza capitata",14.15
"3200",2014,41,"na","AllPesticides","n","Liatris aspera",0.025
"3201",2014,41,"na","AllPesticides","n","Miscellaneous litter",156.25
"3202",2014,41,"na","AllPesticides","n","Oenothera biennis",1.35
"3203",2014,41,"na","AllPesticides","n","Poa pratensis",3.15
"3204",2014,41,"na","AllPesticides","n","Solidago nemoralis",22.1
"3205",2014,41,"na","AllPesticides","n","Sorghastrum nutans",106.4
"3206",2014,41,"na","AllPesticides","n","Viola pedatifida",0.15
"3207",2014,42,"na","SoilDrenchFungicide","n","Cyperus sp.",0.95
"3208",2014,42,"na","SoilDrenchFungicide","n","Koeleria cristata",41.4
"3209",2014,42,"na","SoilDrenchFungicide","n","Lespedeza capitata",0.55
"3210",2014,42,"na","SoilDrenchFungicide","n","Liatris aspera",17
"3211",2014,42,"na","SoilDrenchFungicide","n","Miscellaneous litter",78.5
"3212",2014,42,"na","SoilDrenchFungicide","n","Poa pratensis",5.8
"3213",2014,42,"na","SoilDrenchFungicide","n","Sorghastrum nutans",67
"3214",2014,43,"na","Fenced","n","Ambrosia artemisiifolia elatior",5.15
"3215",2014,43,"na","Fenced","n","Anemone cylindrica",32.8
"3216",2014,43,"na","Fenced","n","Carex sp.",12.65
"3217",2014,43,"na","Fenced","n","Cyperus sp.",1.55
"3218",2014,43,"na","Fenced","n","Koeleria cristata",7.65
"3219",2014,43,"na","Fenced","n","Lathyrus venosus",0.6
"3220",2014,43,"na","Fenced","n","Lespedeza capitata",0.65
"3221",2014,43,"na","Fenced","n","Lithospermum caroliniense",5.05
"3222",2014,43,"na","Fenced","n","Miscellaneous litter",178.15
"3223",2014,43,"na","Fenced","n","Panicum oligosanthes",2.8
"3224",2014,43,"na","Fenced","n","Poa pratensis",13.3
"3225",2014,43,"na","Fenced","n","Solidago rigida",0.15
"3226",2014,43,"na","Fenced","n","Sorghastrum nutans",144
"3227",2014,43,"na","Fenced","n","Viola pedatifida",0.25
"3228",2014,44,"na","AllPesticides","n","Ambrosia coronopifolia",0.95
"3229",2014,44,"na","AllPesticides","n","Anemone cylindrica",1.25
"3230",2014,44,"na","AllPesticides","n","Cyperus sp.",1.2
"3231",2014,44,"na","AllPesticides","n","Koeleria cristata",38.25
"3232",2014,44,"na","AllPesticides","n","Lathyrus venosus",1
"3233",2014,44,"na","AllPesticides","n","Lespedeza capitata",1.15
"3234",2014,44,"na","AllPesticides","n","Liatris aspera",0.35
"3235",2014,44,"na","AllPesticides","n","Miscellaneous litter",155.85
"3236",2014,44,"na","AllPesticides","n","Monarda fistulosa",24.75
"3237",2014,44,"na","AllPesticides","n","Panicum oligosanthes",1.35
"3238",2014,44,"na","AllPesticides","n","Poa pratensis",9.6
"3239",2014,44,"na","AllPesticides","n","Polygonum tenue",0.3
"3240",2014,44,"na","AllPesticides","n","Solidago missouriensis",8.8
"3241",2014,44,"na","AllPesticides","n","Sorghastrum nutans",29.8
"3242",2014,44,"na","AllPesticides","n","Viola pedatifida",0.75
"3243",2014,45,"na","Insecticide","n","Agrostis scabra",0.45
"3244",2014,45,"na","Insecticide","n","Anemone cylindrica",0.015
"3245",2014,45,"na","Insecticide","n","Carex sp.",10.1
"3246",2014,45,"na","Insecticide","n","Cyperus sp.",0.01
"3247",2014,45,"na","Insecticide","n","Erigeron strigosus",3.55
"3248",2014,45,"na","Insecticide","n","Koeleria cristata",1.2
"3249",2014,45,"na","Insecticide","n","Lespedeza capitata",1.3
"3250",2014,45,"na","Insecticide","n","Lithospermum caroliniense",0.9
"3251",2014,45,"na","Insecticide","n","Miscellaneous litter",156.6
"3252",2014,45,"na","Insecticide","n","Monarda fistulosa",187.1
"3253",2014,45,"na","Insecticide","n","Panicum oligosanthes",0.1
"3254",2014,45,"na","Insecticide","n","Panicum perlongum",0.015
"3255",2014,45,"na","Insecticide","n","Poa pratensis",21.05
"3256",2014,45,"na","Insecticide","n","Rudbeckia serotina",0.15
"3257",2014,45,"na","Insecticide","n","Rumex acetosella",3.4
"3258",2014,45,"na","Insecticide","n","Setaria lutescens (glauca)",0.02
"3259",2014,45,"na","Insecticide","n","Sisyrinchium campestre",0.3
"3260",2014,45,"na","Insecticide","n","Solidago nemoralis",2.7
"3261",2014,45,"na","Insecticide","n","Sorghastrum nutans",38.95
"3262",2014,46,"na","SoilDrenchFungicide","n","Anemone cylindrica",2.15
"3263",2014,46,"na","SoilDrenchFungicide","n","Cyperus sp.",3.25
"3264",2014,46,"na","SoilDrenchFungicide","n","Hieracium longipilum",8.75
"3265",2014,46,"na","SoilDrenchFungicide","n","Koeleria cristata",25.5
"3266",2014,46,"na","SoilDrenchFungicide","n","Lathyrus venosus",11.45
"3267",2014,46,"na","SoilDrenchFungicide","n","Lespedeza capitata",9.95
"3268",2014,46,"na","SoilDrenchFungicide","n","Miscellaneous litter",180.4
"3269",2014,46,"na","SoilDrenchFungicide","n","Panicum praecocious",0.05
"3270",2014,46,"na","SoilDrenchFungicide","n","Poa pratensis",13.25
"3271",2014,46,"na","SoilDrenchFungicide","n","Sorghastrum nutans",129.5
"3272",2014,46,"na","SoilDrenchFungicide","n","Viola pedatifida",0.6
"3273",2014,47,"na","Control","n","Agrostis scabra",0.02
"3274",2014,47,"na","Control","n","Ambrosia coronopifolia",0.7
"3275",2014,47,"na","Control","n","Anemone cylindrica",11.55
"3276",2014,47,"na","Control","n","Carex sp.",3.7
"3277",2014,47,"na","Control","n","Cyperus sp.",0.55
"3278",2014,47,"na","Control","n","Hieracium longipilum",0.95
"3279",2014,47,"na","Control","n","Koeleria cristata",12.85
"3280",2014,47,"na","Control","n","Lathyrus venosus",18.55
"3281",2014,47,"na","Control","n","Lespedeza capitata",18.7
"3282",2014,47,"na","Control","n","Liatris aspera",41.15
"3283",2014,47,"na","Control","n","Lithospermum caroliniense",0.2
"3284",2014,47,"na","Control","n","Miscellaneous litter",149.75
"3285",2014,47,"na","Control","n","Panicum oligosanthes",2
"3286",2014,47,"na","Control","n","Poa pratensis",10.7
"3287",2014,47,"na","Control","n","Sisyrinchium campestre",3.4
"3288",2014,47,"na","Control","n","Solidago nemoralis",14.05
"3289",2014,47,"na","Control","n","Solidago rigida",3.75
"3290",2014,47,"na","Control","n","Sorghastrum nutans",76.35
"3291",2014,47,"na","Control","n","Viola pedatifida",2.45
"3292",2014,48,"na","FoliarFungicide","n","Agrostis scabra",1.45
"3293",2014,48,"na","FoliarFungicide","n","Ambrosia coronopifolia",9.55
"3294",2014,48,"na","FoliarFungicide","n","Anemone cylindrica",20.75
"3295",2014,48,"na","FoliarFungicide","n","Carex sp.",4.65
"3296",2014,48,"na","FoliarFungicide","n","Cyperus sp.",1
"3297",2014,48,"na","FoliarFungicide","n","Koeleria cristata",13.8
"3298",2014,48,"na","FoliarFungicide","n","Lathyrus venosus",2.25
"3299",2014,48,"na","FoliarFungicide","n","Lespedeza capitata",6.45
"3300",2014,48,"na","FoliarFungicide","n","Lithospermum caroliniense",27.9
"3301",2014,48,"na","FoliarFungicide","n","Miscellaneous litter",148.5
"3302",2014,48,"na","FoliarFungicide","n","Monarda fistulosa",0.85
"3303",2014,48,"na","FoliarFungicide","n","Poa pratensis",10.15
"3304",2014,48,"na","FoliarFungicide","n","Polygala polygama",0.55
"3305",2014,48,"na","FoliarFungicide","n","Rumex acetosella",43.65
"3306",2014,48,"na","FoliarFungicide","n","Sisyrinchium campestre",5
"3307",2014,48,"na","FoliarFungicide","n","Solidago nemoralis",9.75
"3308",2014,48,"na","FoliarFungicide","n","Solidago rigida",12.85
"3309",2014,48,"na","FoliarFungicide","n","Sorghastrum nutans",120.2
"3310",2015,1,"na","Insecticide","n","Ambrosia coronopifolia",5.4
"3311",2015,1,"na","Insecticide","n","Aristida basiramea",1.1
"3312",2015,1,"na","Insecticide","n","Carex sp.",4.1
"3313",2015,1,"na","Insecticide","n","Cyperus sp.",0.7
"3314",2015,1,"na","Insecticide","n","Helianthemum bicknellii",64.3
"3315",2015,1,"na","Insecticide","n","Koeleria cristata",72
"3316",2015,1,"na","Insecticide","n","Lechea stricta",2.4
"3317",2015,1,"na","Insecticide","n","Lespedeza capitata",10.1
"3318",2015,1,"na","Insecticide","n","Miscellaneous forbs",0.01
