"","Year","Plot","Subplot","Treatment","FertTrt","Species","Mass.g.m.2."
"8707",2021,11,"East","SoilDrenchFungicide","n","Mosses",11.6
"8708",2021,11,"East","SoilDrenchFungicide","n","Panicum perlongum",2.65
"8709",2021,11,"East","SoilDrenchFungicide","n","Panicum praecocious",0.1
"8710",2021,11,"East","SoilDrenchFungicide","n","Poa pratensis",6.55
"8711",2021,11,"East","SoilDrenchFungicide","n","Solidago nemoralis",4.35
"8712",2021,11,"East","SoilDrenchFungicide","n","Sorghastrum nutans",76.7
"8713",2021,11,"West","SoilDrenchFungicide","y","Ambrosia coronopifolia",0.1
"8714",2021,11,"West","SoilDrenchFungicide","y","Cyperus sp.",2.75
"8715",2021,11,"West","SoilDrenchFungicide","y","Koeleria cristata",2.4
"8716",2021,11,"West","SoilDrenchFungicide","y","Miscellaneous litter",287.55
"8717",2021,11,"West","SoilDrenchFungicide","y","Poa pratensis",57.85
"8718",2021,11,"West","SoilDrenchFungicide","y","Sorghastrum nutans",22.4
"8719",2021,12,"East","Fenced","n","Ambrosia coronopifolia",6.15
"8720",2021,12,"East","Fenced","n","Cyperus sp.",1.5
"8721",2021,12,"East","Fenced","n","Helianthemum bicknellii",7.95
"8722",2021,12,"East","Fenced","n","Hieracium longipilum",0.6
"8723",2021,12,"East","Fenced","n","Koeleria cristata",1.5
"8724",2021,12,"East","Fenced","n","Miscellaneous litter",136.85
"8725",2021,12,"East","Fenced","n","Panicum perlongum",0.35
"8726",2021,12,"East","Fenced","n","Poa pratensis",9.05
"8727",2021,12,"East","Fenced","n","Sorghastrum nutans",59.25
"8728",2021,12,"West","Fenced","y","Ambrosia coronopifolia",1.45
"8729",2021,12,"West","Fenced","y","Anemone cylindrica",0.25
"8730",2021,12,"West","Fenced","y","Cyperus sp.",17.5
"8731",2021,12,"West","Fenced","y","Helianthemum bicknellii",0.1
"8732",2021,12,"West","Fenced","y","Koeleria cristata",0.1
"8733",2021,12,"West","Fenced","y","Lespedeza capitata",0.25
"8734",2021,12,"West","Fenced","y","Lithospermum caroliniense",16.85
"8735",2021,12,"West","Fenced","y","Miscellaneous litter",254.8
"8736",2021,12,"West","Fenced","y","Panicum oligosanthes",0.55
"8737",2021,12,"West","Fenced","y","Panicum praecocious",1.8
"8738",2021,12,"West","Fenced","y","Poa pratensis",14.55
"8739",2021,12,"West","Fenced","y","Sorghastrum nutans",80.2
"8740",2021,13,"East","AllPesticides","n","Ambrosia coronopifolia",6.75
"8741",2021,13,"East","AllPesticides","n","Carex sp.",11.55
"8742",2021,13,"East","AllPesticides","n","Helianthemum bicknellii",8.55
"8743",2021,13,"East","AllPesticides","n","Koeleria cristata",8.8
"8744",2021,13,"East","AllPesticides","n","Lespedeza capitata",2.1
"8745",2021,13,"East","AllPesticides","n","Liatris aspera",0.85
"8746",2021,13,"East","AllPesticides","n","Miscellaneous litter",225.55
"8747",2021,13,"East","AllPesticides","n","Poa pratensis",4.55
"8748",2021,13,"East","AllPesticides","n","Solidago gigantea",11.9
"8749",2021,13,"East","AllPesticides","n","Solidago nemoralis",8.3
"8750",2021,13,"East","AllPesticides","n","Sorghastrum nutans",59.3
"8751",2021,13,"West","AllPesticides","y","Ambrosia coronopifolia",18.05
"8752",2021,13,"West","AllPesticides","y","Carex sp.",24.15
"8753",2021,13,"West","AllPesticides","y","Koeleria cristata",7.5
"8754",2021,13,"West","AllPesticides","y","Lespedeza capitata",1.05
"8755",2021,13,"West","AllPesticides","y","Liatris aspera",0.25
"8756",2021,13,"West","AllPesticides","y","Miscellaneous litter",235.85
"8757",2021,13,"West","AllPesticides","y","Panicum perlongum",0.1
"8758",2021,13,"West","AllPesticides","y","Poa pratensis",69.25
"8759",2021,13,"West","AllPesticides","y","Solidago gigantea",33.45
"8760",2021,13,"West","AllPesticides","y","Sorghastrum nutans",28.1
"8761",2021,13,"West","AllPesticides","y","Viola pedatifida",0.2
"8762",2021,14,"East","Control","n","Ambrosia coronopifolia",49.5
"8763",2021,14,"East","Control","n","Anemone cylindrica",3.15
"8764",2021,14,"East","Control","n","Aster azureus",0.2
"8765",2021,14,"East","Control","n","Carex sp.",2.75
"8766",2021,14,"East","Control","n","Helianthemum bicknellii",1.6
"8767",2021,14,"East","Control","n","Koeleria cristata",3.95
"8768",2021,14,"East","Control","n","Lespedeza capitata",0.15
"8769",2021,14,"East","Control","n","Liatris aspera",0.85
"8770",2021,14,"East","Control","n","Lithospermum caroliniense",14.7
"8771",2021,14,"East","Control","n","Miscellaneous litter",140.5
"8772",2021,14,"East","Control","n","Poa pratensis",7.7
"8773",2021,14,"East","Control","n","Solidago gigantea",5.1
"8774",2021,14,"East","Control","n","Sorghastrum nutans",39.35
"8775",2021,14,"East","Control","n","Viola pedatifida",0.45
"8776",2021,14,"West","Control","y","Ambrosia coronopifolia",213.55
"8777",2021,14,"West","Control","y","Anemone cylindrica",1.3
"8778",2021,14,"West","Control","y","Carex sp.",3.05
"8779",2021,14,"West","Control","y","Koeleria cristata",1.55
"8780",2021,14,"West","Control","y","Miscellaneous litter",202.65
"8781",2021,14,"West","Control","y","Panicum oligosanthes",1.35
"8782",2021,14,"West","Control","y","Poa pratensis",64.6
"8783",2021,14,"West","Control","y","Sorghastrum nutans",17.55
"8784",2021,14,"West","Control","y","Tradescantia occidentalis",0.15
"8785",2021,15,"East","FoliarFungicide","n","Ambrosia coronopifolia",6.15
"8786",2021,15,"East","FoliarFungicide","n","Anemone cylindrica",2
"8787",2021,15,"East","FoliarFungicide","n","Carex sp.",8.35
"8788",2021,15,"East","FoliarFungicide","n","Helianthemum bicknellii",1.75
"8789",2021,15,"East","FoliarFungicide","n","Koeleria cristata",24.2
"8790",2021,15,"East","FoliarFungicide","n","Liatris aspera",0.4
"8791",2021,15,"East","FoliarFungicide","n","Lithospermum caroliniense",9.45
"8792",2021,15,"East","FoliarFungicide","n","Miscellaneous litter",74.6
"8793",2021,15,"East","FoliarFungicide","n","Panicum oligosanthes",4.5
"8794",2021,15,"East","FoliarFungicide","n","Panicum perlongum",0.05
"8795",2021,15,"East","FoliarFungicide","n","Poa pratensis",16.1
"8796",2021,15,"East","FoliarFungicide","n","Rudbeckia serotina",1.45
"8797",2021,15,"East","FoliarFungicide","n","Solidago nemoralis",20.3
"8798",2021,15,"East","FoliarFungicide","n","Sorghastrum nutans",25.8
"8799",2021,15,"West","FoliarFungicide","y","Ambrosia coronopifolia",3.3
"8800",2021,15,"West","FoliarFungicide","y","Carex sp.",12.35
"8801",2021,15,"West","FoliarFungicide","y","Koeleria cristata",5.4
"8802",2021,15,"West","FoliarFungicide","y","Lespedeza capitata",0.45
"8803",2021,15,"West","FoliarFungicide","y","Lithospermum caroliniense",2.1
"8804",2021,15,"West","FoliarFungicide","y","Miscellaneous litter",79.7
"8805",2021,15,"West","FoliarFungicide","y","Panicum oligosanthes",7.95
"8806",2021,15,"West","FoliarFungicide","y","Poa pratensis",77.65
"8807",2021,15,"West","FoliarFungicide","y","Solidago nemoralis",2.15
"8808",2021,15,"West","FoliarFungicide","y","Sorghastrum nutans",4.25
"8809",2021,16,"East","Insecticide","n","Ambrosia coronopifolia",4.35
"8810",2021,16,"East","Insecticide","n","Carex sp.",2.45
"8811",2021,16,"East","Insecticide","n","Helianthemum bicknellii",7.2
"8812",2021,16,"East","Insecticide","n","Koeleria cristata",3.05
"8813",2021,16,"East","Insecticide","n","Lechea stricta",4
"8814",2021,16,"East","Insecticide","n","Lespedeza capitata",0.1
"8815",2021,16,"East","Insecticide","n","Liatris aspera",0.25
"8816",2021,16,"East","Insecticide","n","Miscellaneous litter",90.2
"8817",2021,16,"East","Insecticide","n","Mosses",0.15
"8818",2021,16,"East","Insecticide","n","Panicum oligosanthes",0.05
"8819",2021,16,"East","Insecticide","n","Poa pratensis",6.15
"8820",2021,16,"East","Insecticide","n","Solidago gigantea",4.6
"8821",2021,16,"East","Insecticide","n","Solidago nemoralis",0.95
"8822",2021,16,"East","Insecticide","n","Sorghastrum nutans",63.45
"8823",2021,16,"West","Insecticide","y","Ambrosia coronopifolia",7.2
"8824",2021,16,"West","Insecticide","y","Carex sp.",10.25
"8825",2021,16,"West","Insecticide","y","Helianthemum bicknellii",6
"8826",2021,16,"West","Insecticide","y","Koeleria cristata",9.55
"8827",2021,16,"West","Insecticide","y","Lithospermum caroliniense",0.05
"8828",2021,16,"West","Insecticide","y","Miscellaneous litter",194.65
"8829",2021,16,"West","Insecticide","y","Panicum praecocious",0.05
"8830",2021,16,"West","Insecticide","y","Poa pratensis",42
"8831",2021,16,"West","Insecticide","y","Solidago nemoralis",1.15
"8832",2021,16,"West","Insecticide","y","Sorghastrum nutans",83.1
"8833",2021,17,"East","SoilDrenchFungicide","n","Ambrosia coronopifolia",6.3
"8834",2021,17,"East","SoilDrenchFungicide","n","Anemone cylindrica",0.1
"8835",2021,17,"East","SoilDrenchFungicide","n","Cyperus sp.",4.85
"8836",2021,17,"East","SoilDrenchFungicide","n","Helianthemum bicknellii",1.75
"8837",2021,17,"East","SoilDrenchFungicide","n","Koeleria cristata",7.05
"8838",2021,17,"East","SoilDrenchFungicide","n","Lithospermum caroliniense",5.55
"8839",2021,17,"East","SoilDrenchFungicide","n","Miscellaneous litter",85.7
"8840",2021,17,"East","SoilDrenchFungicide","n","Mosses",0.05
"8841",2021,17,"East","SoilDrenchFungicide","n","Panicum perlongum",11.95
"8842",2021,17,"East","SoilDrenchFungicide","n","Poa pratensis",11.6
"8843",2021,17,"East","SoilDrenchFungicide","n","Solidago nemoralis",0.2
"8844",2021,17,"East","SoilDrenchFungicide","n","Sorghastrum nutans",47.3
"8845",2021,17,"West","SoilDrenchFungicide","y","Cyperus sp.",1.1
"8846",2021,17,"West","SoilDrenchFungicide","y","Koeleria cristata",4.95
"8847",2021,17,"West","SoilDrenchFungicide","y","Leptoloma cognatum",9.4
"8848",2021,17,"West","SoilDrenchFungicide","y","Lespedeza capitata",0.25
"8849",2021,17,"West","SoilDrenchFungicide","y","Miscellaneous litter",127.35
"8850",2021,17,"West","SoilDrenchFungicide","y","Poa pratensis",44.5
"8851",2021,17,"West","SoilDrenchFungicide","y","Sorghastrum nutans",26.1
"8852",2021,18,"East","Fenced","n","Ambrosia coronopifolia",40.1
"8853",2021,18,"East","Fenced","n","Anemone cylindrica",11.25
"8854",2021,18,"East","Fenced","n","Aster azureus",19.6
"8855",2021,18,"East","Fenced","n","Cyperus sp.",10.25
"8856",2021,18,"East","Fenced","n","Helianthemum bicknellii",0.4
"8857",2021,18,"East","Fenced","n","Koeleria cristata",8.65
"8858",2021,18,"East","Fenced","n","Lathyrus venosus",0.4
"8859",2021,18,"East","Fenced","n","Lespedeza capitata",0.25
"8860",2021,18,"East","Fenced","n","Lithospermum caroliniense",19.6
"8861",2021,18,"East","Fenced","n","Miscellaneous litter",155.5
"8862",2021,18,"East","Fenced","n","Panicum praecocious",0.55
"8863",2021,18,"East","Fenced","n","Poa pratensis",20.95
"8864",2021,18,"East","Fenced","n","Solidago gigantea",6.05
"8865",2021,18,"East","Fenced","n","Solidago nemoralis",0.3
"8866",2021,18,"East","Fenced","n","Sorghastrum nutans",44.1
"8867",2021,18,"East","Fenced","n","Viola pedatifida",0.45
"8868",2021,18,"West","Fenced","y","Agropyron repens",1.35
"8869",2021,18,"West","Fenced","y","Ambrosia coronopifolia",19.65
"8870",2021,18,"West","Fenced","y","Cyperus sp.",11.35
"8871",2021,18,"West","Fenced","y","Koeleria cristata",2.5
"8872",2021,18,"West","Fenced","y","Miscellaneous forbs",0.65
"8873",2021,18,"West","Fenced","y","Miscellaneous litter",221.8
"8874",2021,18,"West","Fenced","y","Panicum oligosanthes",7.5
"8875",2021,18,"West","Fenced","y","Panicum perlongum",0.05
"8876",2021,18,"West","Fenced","y","Poa pratensis",124.25
"8877",2021,18,"West","Fenced","y","Solidago nemoralis",0.15
"8878",2021,18,"West","Fenced","y","Sorghastrum nutans",9.8
"8879",2021,19,"East","Insecticide","n","Ambrosia coronopifolia",41.85
"8880",2021,19,"East","Insecticide","n","Anemone cylindrica",2.25
"8881",2021,19,"East","Insecticide","n","Carex sp.",8.1
"8882",2021,19,"East","Insecticide","n","Koeleria cristata",4.85
"8883",2021,19,"East","Insecticide","n","Lathyrus venosus",2.15
"8884",2021,19,"East","Insecticide","n","Lithospermum caroliniense",0.4
"8885",2021,19,"East","Insecticide","n","Miscellaneous litter",161.2
"8886",2021,19,"East","Insecticide","n","Panicum oligosanthes",0.35
"8887",2021,19,"East","Insecticide","n","Panicum perlongum",0.2
"8888",2021,19,"East","Insecticide","n","Panicum praecocious",13.05
"8889",2021,19,"East","Insecticide","n","Poa pratensis",9.9
"8890",2021,19,"East","Insecticide","n","Rudbeckia serotina",0.15
"8891",2021,19,"East","Insecticide","n","Rumex acetosella",1.95
"8892",2021,19,"East","Insecticide","n","Solidago gigantea",10.3
"8893",2021,19,"East","Insecticide","n","Solidago rigida",0.4
"8894",2021,19,"East","Insecticide","n","Sorghastrum nutans",57
"8895",2021,19,"West","Insecticide","y","Agrostis scabra",0.1
"8896",2021,19,"West","Insecticide","y","Aster azureus",1.05
"8897",2021,19,"West","Insecticide","y","Carex sp.",20.35
"8898",2021,19,"West","Insecticide","y","Koeleria cristata",2.95
"8899",2021,19,"West","Insecticide","y","Leptoloma cognatum",6.75
"8900",2021,19,"West","Insecticide","y","Miscellaneous litter",222.85
"8901",2021,19,"West","Insecticide","y","Poa pratensis",119.85
"8902",2021,19,"West","Insecticide","y","Rumex acetosella",6
"8903",2021,19,"West","Insecticide","y","Sorghastrum nutans",20.8
"8904",2021,20,"East","SoilDrenchFungicide","n","Ambrosia coronopifolia",27
"8905",2021,20,"East","SoilDrenchFungicide","n","Anemone cylindrica",0.3
"8906",2021,20,"East","SoilDrenchFungicide","n","Carex sp.",13.3
"8907",2021,20,"East","SoilDrenchFungicide","n","Helianthemum bicknellii",1.2
"8908",2021,20,"East","SoilDrenchFungicide","n","Hieracium longipilum",0.1
"8909",2021,20,"East","SoilDrenchFungicide","n","Koeleria cristata",1.65
"8910",2021,20,"East","SoilDrenchFungicide","n","Lathyrus venosus",2.4
"8911",2021,20,"East","SoilDrenchFungicide","n","Lechea stricta",4.4
"8912",2021,20,"East","SoilDrenchFungicide","n","Lithospermum caroliniense",2.9
"8913",2021,20,"East","SoilDrenchFungicide","n","Miscellaneous forbs",0.1
"8914",2021,20,"East","SoilDrenchFungicide","n","Miscellaneous litter",184.05
"8915",2021,20,"East","SoilDrenchFungicide","n","Monarda fistulosa",7.15
"8916",2021,20,"East","SoilDrenchFungicide","n","Panicum oligosanthes",16.15
"8917",2021,20,"East","SoilDrenchFungicide","n","Poa pratensis",21.6
"8918",2021,20,"East","SoilDrenchFungicide","n","Rumex acetosella",0.5
"8919",2021,20,"East","SoilDrenchFungicide","n","Solidago nemoralis",0.55
"8920",2021,20,"East","SoilDrenchFungicide","n","Solidago rigida",1.5
"8921",2021,20,"East","SoilDrenchFungicide","n","Sorghastrum nutans",44.35
"8922",2021,20,"East","SoilDrenchFungicide","n","Viola pedatifida",0.5
"8923",2021,20,"West","SoilDrenchFungicide","y","Ambrosia coronopifolia",25.9
"8924",2021,20,"West","SoilDrenchFungicide","y","Carex sp.",16.7
"8925",2021,20,"West","SoilDrenchFungicide","y","Miscellaneous litter",159
"8926",2021,20,"West","SoilDrenchFungicide","y","Monarda fistulosa",4.85
"8927",2021,20,"West","SoilDrenchFungicide","y","Panicum oligosanthes",17.4
"8928",2021,20,"West","SoilDrenchFungicide","y","Poa pratensis",82.3
"8929",2021,20,"West","SoilDrenchFungicide","y","Rumex acetosella",3.45
"8930",2021,20,"West","SoilDrenchFungicide","y","Sorghastrum nutans",17.05
"8931",2021,21,"East","Fenced","n","Agrostis scabra",0.75
"8932",2021,21,"East","Fenced","n","Ambrosia coronopifolia",58.2
"8933",2021,21,"East","Fenced","n","Anemone cylindrica",0.7
"8934",2021,21,"East","Fenced","n","Aster azureus",1.5
"8935",2021,21,"East","Fenced","n","Carex sp.",9
"8936",2021,21,"East","Fenced","n","Erigeron canadensis",0.3
"8937",2021,21,"East","Fenced","n","Koeleria cristata",4.9
"8938",2021,21,"East","Fenced","n","Lithospermum caroliniense",1.35
"8939",2021,21,"East","Fenced","n","Lychnis alba",30.4
"8940",2021,21,"East","Fenced","n","Miscellaneous litter",112.6
"8941",2021,21,"East","Fenced","n","Monarda fistulosa",2.45
"8942",2021,21,"East","Fenced","n","Panicum oligosanthes",9.5
"8943",2021,21,"East","Fenced","n","Poa pratensis",14.65
"8944",2021,21,"East","Fenced","n","Rumex acetosella",8.15
"8945",2021,21,"East","Fenced","n","Solidago nemoralis",4.5
"8946",2021,21,"East","Fenced","n","Sorghastrum nutans",12.65
"8947",2021,21,"West","Fenced","y","Ambrosia coronopifolia",4.45
"8948",2021,21,"West","Fenced","y","Aster azureus",0.25
"8949",2021,21,"West","Fenced","y","Carex sp.",23
"8950",2021,21,"West","Fenced","y","Koeleria cristata",0.8
"8951",2021,21,"West","Fenced","y","Miscellaneous litter",139
"8952",2021,21,"West","Fenced","y","Monarda fistulosa",8.35
"8953",2021,21,"West","Fenced","y","Panicum oligosanthes",2.15
"8954",2021,21,"West","Fenced","y","Poa pratensis",91.75
"8955",2021,21,"West","Fenced","y","Rumex acetosella",0.85
"8956",2021,21,"West","Fenced","y","Sorghastrum nutans",7.2
"8957",2021,21,"West","Fenced","y","Viola pedatifida",0.15
"8958",2021,22,"East","FoliarFungicide","n","Ambrosia coronopifolia",15.5
"8959",2021,22,"East","FoliarFungicide","n","Anemone cylindrica",3.9
"8960",2021,22,"East","FoliarFungicide","n","Aster ericoides",12.7
"8961",2021,22,"East","FoliarFungicide","n","Cyperus sp.",6.85
"8962",2021,22,"East","FoliarFungicide","n","Koeleria cristata",8.85
"8963",2021,22,"East","FoliarFungicide","n","Miscellaneous litter",51.1
"8964",2021,22,"East","FoliarFungicide","n","Panicum oligosanthes",0.7
"8965",2021,22,"East","FoliarFungicide","n","Poa pratensis",16.2
"8966",2021,22,"East","FoliarFungicide","n","Rumex acetosella",16.45
"8967",2021,22,"East","FoliarFungicide","n","Solidago gigantea",5.5
"8968",2021,22,"East","FoliarFungicide","n","Solidago nemoralis",8.3
"8969",2021,22,"East","FoliarFungicide","n","Solidago rigida",36.5
"8970",2021,22,"East","FoliarFungicide","n","Sorghastrum nutans",18.1
"8971",2021,22,"East","FoliarFungicide","n","Viola pedatifida",0.55
"8972",2021,22,"West","FoliarFungicide","y","Ambrosia coronopifolia",14.7
"8973",2021,22,"West","FoliarFungicide","y","Aster ericoides",5.2
"8974",2021,22,"West","FoliarFungicide","y","Carex sp.",80.2
"8975",2021,22,"West","FoliarFungicide","y","Koeleria cristata",7.35
"8976",2021,22,"West","FoliarFungicide","y","Liatris aspera",0.05
"8977",2021,22,"West","FoliarFungicide","y","Lithospermum caroliniense",1.2
"8978",2021,22,"West","FoliarFungicide","y","Miscellaneous litter",78.2
"8979",2021,22,"West","FoliarFungicide","y","Panicum oligosanthes",9
"8980",2021,22,"West","FoliarFungicide","y","Poa pratensis",78.6
"8981",2021,22,"West","FoliarFungicide","y","Rumex acetosella",50.6
"8982",2021,22,"West","FoliarFungicide","y","Solidago nemoralis",0.45
"8983",2021,22,"West","FoliarFungicide","y","Sorghastrum nutans",3.8
"8984",2021,22,"West","FoliarFungicide","y","Viola pedatifida",0.15
"8985",2021,23,"East","AllPesticides","n","Agrostis scabra",0.05
"8986",2021,23,"East","AllPesticides","n","Ambrosia coronopifolia",19.9
"8987",2021,23,"East","AllPesticides","n","Anemone cylindrica",0.2
"8988",2021,23,"East","AllPesticides","n","Aster azureus",1.15
"8989",2021,23,"East","AllPesticides","n","Aster ericoides",16.25
"8990",2021,23,"East","AllPesticides","n","Carex sp.",12.3
"8991",2021,23,"East","AllPesticides","n","Erigeron canadensis",0.05
"8992",2021,23,"East","AllPesticides","n","Koeleria cristata",1.45
"8993",2021,23,"East","AllPesticides","n","Lathyrus venosus",0.55
"8994",2021,23,"East","AllPesticides","n","Lespedeza capitata",0.35
"8995",2021,23,"East","AllPesticides","n","Lithospermum caroliniense",8.4
"8996",2021,23,"East","AllPesticides","n","Miscellaneous litter",164
"8997",2021,23,"East","AllPesticides","n","Monarda fistulosa",97.4
"8998",2021,23,"East","AllPesticides","n","Poa pratensis",4
"8999",2021,23,"East","AllPesticides","n","Rudbeckia serotina",0.8
"9000",2021,23,"East","AllPesticides","n","Rumex acetosella",4
"9001",2021,23,"East","AllPesticides","n","Sisyrinchium campestre",1.25
"9002",2021,23,"East","AllPesticides","n","Solidago nemoralis",0.05
"9003",2021,23,"East","AllPesticides","n","Sorghastrum nutans",86.35
"9004",2021,24,"East","Control","n","Agrostis scabra",2.1
"9005",2021,24,"East","Control","n","Ambrosia coronopifolia",40.95
"9006",2021,24,"East","Control","n","Anemone cylindrica",0.7
"9007",2021,24,"East","Control","n","Aster azureus",67.35
"9008",2021,24,"East","Control","n","Carex sp.",9.6
"9009",2021,24,"East","Control","n","Erigeron strigosus",2.65
"9010",2021,24,"East","Control","n","Koeleria cristata",5.7
"9011",2021,24,"East","Control","n","Leptoloma cognatum",0.2
"9012",2021,24,"East","Control","n","Lithospermum caroliniense",4.2
"9013",2021,24,"East","Control","n","Miscellaneous litter",103.2
"9014",2021,24,"East","Control","n","Monarda fistulosa",4.35
"9015",2021,24,"East","Control","n","Panicum oligosanthes",4.15
"9016",2021,24,"East","Control","n","Panicum perlongum",0.05
"9017",2021,24,"East","Control","n","Poa pratensis",16.25
"9018",2021,24,"East","Control","n","Rudbeckia serotina",14.5
"9019",2021,24,"East","Control","n","Rumex acetosella",0.7
"9020",2021,24,"East","Control","n","Solidago nemoralis",2.65
"9021",2021,24,"East","Control","n","Sorghastrum nutans",18.5
"9022",2021,24,"West","Control","y","Agrostis scabra",0.05
"9023",2021,24,"West","Control","y","Ambrosia coronopifolia",34.05
"9024",2021,24,"West","Control","y","Anemone cylindrica",2.1
"9025",2021,24,"West","Control","y","Carex sp.",5.05
"9026",2021,24,"West","Control","y","Koeleria cristata",1.2
"9027",2021,24,"West","Control","y","Lathyrus venosus",1.8
"9028",2021,24,"West","Control","y","Lithospermum caroliniense",1.1
"9029",2021,24,"West","Control","y","Miscellaneous litter",201.85
"9030",2021,24,"West","Control","y","Monarda fistulosa",0.85
"9031",2021,24,"West","Control","y","Panicum oligosanthes",0.05
"9032",2021,24,"West","Control","y","Poa pratensis",71.95
"9033",2021,24,"West","Control","y","Rumex acetosella",8.25
"9034",2021,24,"West","Control","y","Solidago gigantea",1.25
"9035",2021,24,"West","Control","y","Sorghastrum nutans",2.1
"9036",2021,25,"East","Fenced","n","Ambrosia coronopifolia",9.15
"9037",2021,25,"East","Fenced","n","Anemone cylindrica",13.55
"9038",2021,25,"East","Fenced","n","Cyperus sp.",6.95
"9039",2021,25,"East","Fenced","n","Helianthemum bicknellii",3
"9040",2021,25,"East","Fenced","n","Koeleria cristata",0.4
"9041",2021,25,"East","Fenced","n","Lespedeza capitata",6.8
"9042",2021,25,"East","Fenced","n","Lithospermum caroliniense",8.7
"9043",2021,25,"East","Fenced","n","Miscellaneous litter",177.3
"9044",2021,25,"East","Fenced","n","Poa pratensis",7.05
"9045",2021,25,"East","Fenced","n","Solidago nemoralis",5.6
"9046",2021,25,"East","Fenced","n","Sorghastrum nutans",110.55
"9047",2021,25,"West","Fenced","y","Agrostis scabra",0.4
"9048",2021,25,"West","Fenced","y","Ambrosia coronopifolia",73.2
"9049",2021,25,"West","Fenced","y","Carex sp.",2.65
"9050",2021,25,"West","Fenced","y","Koeleria cristata",0.45
"9051",2021,25,"West","Fenced","y","Miscellaneous litter",100.45
"9052",2021,25,"West","Fenced","y","Poa pratensis",25.75
"9053",2021,25,"West","Fenced","y","Sorghastrum nutans",38.85
"9054",2021,26,"East","FoliarFungicide","n","Ambrosia coronopifolia",21.3
"9055",2021,26,"East","FoliarFungicide","n","Carex sp.",5.85
"9056",2021,26,"East","FoliarFungicide","n","Koeleria cristata",4.6
"9057",2021,26,"East","FoliarFungicide","n","Lespedeza capitata",0.6
"9058",2021,26,"East","FoliarFungicide","n","Liatris aspera",0.3
"9059",2021,26,"East","FoliarFungicide","n","Lithospermum caroliniense",2.1
"9060",2021,26,"East","FoliarFungicide","n","Miscellaneous litter",102.9
"9061",2021,26,"East","FoliarFungicide","n","Panicum perlongum",2.1
"9062",2021,26,"East","FoliarFungicide","n","Poa pratensis",6.3
"9063",2021,26,"East","FoliarFungicide","n","Solidago nemoralis",0.2
"9064",2021,26,"East","FoliarFungicide","n","Sorghastrum nutans",50.5
"9065",2021,26,"East","FoliarFungicide","n","Viola pedatifida",0.5
"9066",2021,26,"West","FoliarFungicide","y","Ambrosia coronopifolia",71.7
"9067",2021,26,"West","FoliarFungicide","y","Carex sp.",3.95
"9068",2021,26,"West","FoliarFungicide","y","Koeleria cristata",0.65
"9069",2021,26,"West","FoliarFungicide","y","Lespedeza capitata",18.85
"9070",2021,26,"West","FoliarFungicide","y","Miscellaneous litter",173.65
"9071",2021,26,"West","FoliarFungicide","y","Panicum perlongum",0.6
"9072",2021,26,"West","FoliarFungicide","y","Poa pratensis",43.85
"9073",2021,26,"West","FoliarFungicide","y","Sorghastrum nutans",19.3
"9074",2021,27,"East","SoilDrenchFungicide","n","Ambrosia coronopifolia",1.75
"9075",2021,27,"East","SoilDrenchFungicide","n","Carex sp.",6.25
"9076",2021,27,"East","SoilDrenchFungicide","n","Koeleria cristata",2.15
"9077",2021,27,"East","SoilDrenchFungicide","n","Miscellaneous litter",154.7
"9078",2021,27,"East","SoilDrenchFungicide","n","Poa pratensis",17.65
"9079",2021,27,"East","SoilDrenchFungicide","n","Solidago nemoralis",0.35
"9080",2021,27,"East","SoilDrenchFungicide","n","Sorghastrum nutans",59.2
"9081",2021,27,"West","SoilDrenchFungicide","y","Miscellaneous litter",451.55
"9082",2021,27,"West","SoilDrenchFungicide","y","Poa pratensis",44.65
"9083",2021,27,"West","SoilDrenchFungicide","y","Sorghastrum nutans",16.75
"9084",2021,28,"East","AllPesticides","n","Ambrosia coronopifolia",14.3
"9085",2021,28,"East","AllPesticides","n","Cyperus sp.",1
"9086",2021,28,"East","AllPesticides","n","Koeleria cristata",10.6
"9087",2021,28,"East","AllPesticides","n","Lithospermum caroliniense",0.75
"9088",2021,28,"East","AllPesticides","n","Miscellaneous litter",110.3
"9089",2021,28,"East","AllPesticides","n","Panicum perlongum",5.05
"9090",2021,28,"East","AllPesticides","n","Poa pratensis",4.45
"9091",2021,28,"East","AllPesticides","n","Solidago nemoralis",3.6
"9092",2021,28,"East","AllPesticides","n","Sorghastrum nutans",25.35
"9093",2021,28,"West","AllPesticides","y","Ambrosia coronopifolia",42.55
"9094",2021,28,"West","AllPesticides","y","Cyperus sp.",38.05
"9095",2021,28,"West","AllPesticides","y","Helianthemum bicknellii",8.25
"9096",2021,28,"West","AllPesticides","y","Koeleria cristata",9.35
"9097",2021,28,"West","AllPesticides","y","Lespedeza capitata",1.05
"9098",2021,28,"West","AllPesticides","y","Lithospermum caroliniense",1.3
"9099",2021,28,"West","AllPesticides","y","Miscellaneous litter",334.3
"9100",2021,28,"West","AllPesticides","y","Panicum perlongum",0.15
"9101",2021,28,"West","AllPesticides","y","Poa pratensis",121.3
"9102",2021,28,"West","AllPesticides","y","Sorghastrum nutans",54.1
"9103",2021,29,"East","Control","n","Ambrosia coronopifolia",8.8
"9104",2021,29,"East","Control","n","Carex sp.",9
"9105",2021,29,"East","Control","n","Koeleria cristata",1.1
"9106",2021,29,"East","Control","n","Lespedeza capitata",0.85
"9107",2021,29,"East","Control","n","Lithospermum caroliniense",14.05
"9108",2021,29,"East","Control","n","Miscellaneous litter",133.05
